time_s,VDD,V_Boost,VREF_2V048,VREF_1V024,V_Leak_Ref_Max,/V_Leak_ref,V_Leak,Vm_Int,Vm_Display_In,Vm_Ext,V_Threshold,/AP_Gate,AP,/Rising_AP,Spike_Pulse,Peak_Window,Reset_Window,Spike_Out,V_Syn_State,/V_Syn_Drive,V_Stim_Cmd,V_Stim_Drive,Vw,Vw_buff
0.00895610511,2.90232064,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.195287284,0.16846495,0.185268945,0.86865929,2.89311565,0.00860604888,-3.71652077e-09,-1.85222214e-09,0.000145108777,2.77133986,0.00014510876,1.01075015,0.182118804,0.386148252,0.000171926703,9.34783152e-07,9.34783152e-07
0.00896610511,2.90232095,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.195437002,0.168590982,0.185407548,0.868659292,2.89311595,0.00860604828,-3.98630732e-09,-1.98667686e-09,0.000145108792,2.77134014,0.000145108775,1.01074162,0.182260006,0.386263581,0.000171934203,9.35729819e-07,9.35729819e-07
0.00897610511,2.90232126,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.195586612,0.168717111,0.185546259,0.868659294,2.89311626,0.00860604765,-4.2541728e-09,-2.12017417e-09,0.000145108807,2.77134044,0.000145108791,1.01073311,0.18240111,0.386378827,0.000171941699,9.36676298e-07,9.36676298e-07
0.00898610511,2.90232158,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.195736113,0.168843338,0.185685076,0.868659297,2.89311658,0.008606047,-4.5201305e-09,-2.25272068e-09,0.000145108823,2.77134075,0.000145108807,1.0107246,0.182542116,0.38649399,0.000171949189,9.37622588e-07,9.37622588e-07
0.00899610511,2.90232191,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.195885506,0.16896966,0.185823999,0.868659299,2.89311691,0.00860604634,-4.78419327e-09,-2.38432281e-09,0.00014510884,2.77134106,0.000145108823,1.0107161,0.182683023,0.386609069,0.000171956674,9.38568689e-07,9.38568689e-07
0.00900610511,2.90232225,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.196034792,0.169096078,0.185963026,0.868659302,2.89311725,0.00860604565,-5.04637341e-09,-2.51498669e-09,0.000145108857,2.77134139,0.00014510884,1.01070761,0.182823832,0.386724065,0.000171964155,9.39514601e-07,9.39514601e-07
0.00901610511,2.9023226,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.196183969,0.16922259,0.186102157,0.868659304,2.8931176,0.00860604494,-5.30668372e-09,-2.64471869e-09,0.000145108875,2.77134173,0.000145108858,1.01069914,0.182964543,0.386838978,0.00017197163,9.40460324e-07,9.40460324e-07
0.00902610511,2.90232297,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.196333038,0.169349195,0.186241391,0.868659307,2.89311796,0.00860604421,-5.56513636e-09,-2.77352488e-09,0.000145108893,2.77134207,0.000145108876,1.01069067,0.183105157,0.386953807,0.000171979101,9.41405859e-07,9.41405859e-07
0.00903610511,2.90232334,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.196482,0.169475893,0.186380726,0.86865931,2.89311833,0.00860604345,-5.82174383e-09,-2.90141147e-09,0.000145108911,2.77134243,0.000145108895,1.01068221,0.183245672,0.387068554,0.000171986567,9.42351205e-07,9.42351205e-07
0.00904610511,2.90232372,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.196630853,0.169602682,0.186520162,0.868659313,2.89311871,0.00860604268,-6.07651837e-09,-3.02838459e-09,0.000145108931,2.77134279,0.000145108914,1.01067377,0.183386089,0.387183217,0.000171994028,9.43296363e-07,9.43296363e-07
0.00905610511,2.90232411,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.196779599,0.169729561,0.186659698,0.868659316,2.8931191,0.00860604189,-6.32947227e-09,-3.15445034e-09,0.00014510895,2.77134317,0.000145108933,1.01066533,0.183526409,0.387297798,0.000172001484,9.44241333e-07,9.44241333e-07
0.00906610511,2.90232452,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.196928238,0.169856531,0.186799333,0.868659319,2.8931195,0.00860604108,-6.58061753e-09,-3.27961471e-09,0.00014510897,2.77134355,0.000145108954,1.0106569,0.183666632,0.387412295,0.000172008935,9.45186114e-07,9.45186114e-07
0.00907610511,2.90232493,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.197076769,0.169983589,0.186939065,0.868659322,2.89311991,0.00860604025,-6.82996634e-09,-3.40388377e-09,0.000145108991,2.77134395,0.000145108974,1.01064849,0.183806756,0.38752671,0.000172016381,9.46130707e-07,9.46130707e-07
0.00908610511,2.90232535,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.197225192,0.170110736,0.187078894,0.868659325,2.89312033,0.00860603939,-7.07753018e-09,-3.52726325e-09,0.000145109012,2.77134435,0.000145108995,1.01064008,0.183946783,0.387641042,0.000172023823,9.47075112e-07,9.47075112e-07
0.00909610511,2.90232578,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.197373508,0.170237969,0.187218819,0.868659328,2.89312076,0.00860603852,-7.32332169e-09,-3.64975945e-09,0.000145109034,2.77134476,0.000145109017,1.01063168,0.184086713,0.387755291,0.000172031259,9.48019329e-07,9.48019329e-07
0.00910610511,2.90232622,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.197521717,0.170365289,0.187358839,0.868659331,2.8931212,0.00860603763,-7.56735196e-09,-3.77137789e-09,0.000145109056,2.77134518,0.000145109039,1.01062329,0.184226545,0.387869458,0.000172038691,9.48963358e-07,9.48963358e-07
0.00911610511,2.90232667,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.197669819,0.170492695,0.187498953,0.868659335,2.89312165,0.00860603672,-7.80963274e-09,-3.89212443e-09,0.000145109078,2.77134561,0.000145109061,1.01061492,0.184366281,0.387983542,0.000172046118,9.49907199e-07,9.49907199e-07
