time_s,VDD,V_Boost,VREF_2V048,VREF_1V024,V_Leak_Ref_Max,/V_Leak_ref,V_Leak,Vm_Int,Vm_Display_In,Vm_Ext,V_Threshold,/AP_Gate,AP,/Rising_AP,Spike_Pulse,Peak_Window,Reset_Window,Spike_Out,V_Syn_State,/V_Syn_Drive,V_Stim_Cmd,V_Stim_Drive,Vw,Vw_buff
0.465286501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509021948,0.509209967,0.560003538,0.869259991,2.97300904,0.00845024167,1.31951741e-12,6.5761329e-13,0.000149121271,0.00015509188,0.000149121254,0.999548789,0.484660791,0.627683639,0.282799655,1.23718711e-05,1.23718711e-05
0.465296501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509021256,0.50920924,0.560002739,0.869259991,2.97300904,0.00845024167,1.31952262e-12,6.57615869e-13,0.000149121271,0.00015509188,0.000149121254,0.999548722,0.484660032,0.627683106,0.282798711,1.23719273e-05,1.23719273e-05
0.465306501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509020564,0.509208514,0.560001941,0.869259991,2.97300904,0.00845024167,1.31929537e-12,6.57502587e-13,0.000149121271,0.00015509188,0.000149121254,0.999548654,0.484659272,0.627682574,0.282797767,1.23719834e-05,1.23719834e-05
0.465316501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509019872,0.509207788,0.560001142,0.869259991,2.97300904,0.00845024167,1.31934047e-12,6.57522857e-13,0.000149121271,0.00015509188,0.000149121254,0.999548587,0.484658513,0.627682042,0.282796824,1.23720395e-05,1.23720395e-05
0.465326501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509019181,0.509207062,0.560000344,0.869259991,2.97300904,0.00845024167,1.31913751e-12,6.57426414e-13,0.000149121271,0.00015509188,0.000149121254,0.999548519,0.484657754,0.62768151,0.28279588,1.23720956e-05,1.23720956e-05
0.465336501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.50901849,0.509206336,0.559999546,0.869259991,2.97300904,0.00845024167,1.31944108e-12,6.57577179e-13,0.000149121271,0.00015509188,0.000149121254,0.999548451,0.484656996,0.627680978,0.282794937,1.23721517e-05,1.23721517e-05
0.465346501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509017798,0.509205611,0.559998748,0.869259991,2.97300904,0.00845024167,1.31923639e-12,6.57474499e-13,0.000149121271,0.00015509188,0.000149121254,0.999548384,0.484656237,0.627680446,0.282793994,1.23722078e-05,1.23722078e-05
0.465356501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509017107,0.509204885,0.55999795,0.869259991,2.97300904,0.00845024167,1.31906638e-12,6.57387652e-13,0.000149121271,0.00015509188,0.000149121254,0.999548316,0.484655479,0.627679914,0.282793052,1.23722639e-05,1.23722639e-05
0.465366501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509016416,0.50920416,0.559997153,0.869259991,2.97300904,0.00845024167,1.31916353e-12,6.57437137e-13,0.000149121271,0.00015509188,0.000149121254,0.999548249,0.484654721,0.627679383,0.282792109,1.237232e-05,1.237232e-05
0.465376501,2.98257454,3.3,2.048,1.02398874,2.048,0.716798369,0.716798369,0.509015725,0.509203435,0.559996355,0.869259991,2.97300904,0.00845024167,1.31900046e-12,6.57354584e-13,0.000149121271,0.00015509188,0.000149121254,0.999548181,0.484653962,0.627678851,0.282791167,1.23723761e-05,1.23723761e-05
