script_version,run_label,startup_mode,ignore_start_ms,tstop,tstep,maxstep,supply_mode,vbat,rbat,vdd_ideal,rv1,rv2,rv3,rv4,rv5,rv6,rv7,rv8,rv9,VDD_min,VDD_max,VDD_end,V_Boost_min,V_Boost_max,V_Boost_end,VREF_2V048_min,VREF_2V048_max,VREF_2V048_end,VREF_1V024_min,VREF_1V024_max,VREF_1V024_end,V_Leak_min,V_Leak_max,V_Leak_end,Vm_Int_min,Vm_Int_max,Vm_Int_end,Vm_Ext_min,Vm_Ext_max,Vm_Ext_end,V_Threshold_min,V_Threshold_max,V_Threshold_end,AP_min,AP_max,AP_end,Spike_Pulse_min,Spike_Pulse_max,Spike_Pulse_end,Peak_Window_min,Peak_Window_max,Peak_Window_end,Reset_Window_min,Reset_Window_max,Reset_Window_end,Spike_Out_min,Spike_Out_max,Spike_Out_end,V_Syn_State_min,V_Syn_State_max,V_Syn_State_end,/V_Syn_Drive_min,/V_Syn_Drive_max,/V_Syn_Drive_end,V_Stim_Drive_min,V_Stim_Drive_max,V_Stim_Drive_end,Vw_min,Vw_max,Vw_end,Vw_buff_min,Vw_buff_max,Vw_buff_end,Vm_threshold_crossings,Vm_first_threshold_crossing_ms,AP_rising_edges,AP_mean_period_ms,Spike_Pulse_rising_edges,Spike_Pulse_mean_period_ms,Peak_Window_rising_edges,Peak_Window_mean_period_ms,Reset_Window_rising_edges,Reset_Window_mean_period_ms,Spike_Out_rising_edges,Spike_Out_mean_period_ms,VDD_sag_max,Battery_current_peak_mA_est
validation-suite-v4,rv2_leak_rate_sweep_0p20,operating,20.0,800m,10u,10u,coin,3,50,3.0,0.7,0.2,0.8,0.3,0.5,0.5,0.5,0.5,0.5,2.92868972,2.98174287,2.92868972,3.3,3.3,3.3,2.048,2.048,2.048,1.02398874,1.02398874,1.02398874,1.43359699,1.43359699,1.43359699,0.358320475,0.794334782,0.794334782,0.370719333,0.873570188,0.873570188,0.868856662,0.869253766,0.868856662,0.00845178249,0.00855321831,0.00855321831,-2.16549552e-07,1.29329005e-07,-5.824857789999999e-17,0.000146427164,0.000149079689,0.000146427164,0.000152289905,0.000155048634,0.000152289905,0.000146427147,0.000149079672,0.000146427147,1.00604677,1.01726258,1.01726258,0.340843368,0.787634684,0.787634684,0.0792083609,0.673654515,0.673654515,3.22599973e-06,2.64914537e-05,2.64914537e-05,3.22599973e-06,2.64914537e-05,2.64914537e-05,0,,0,,0,,0,,0,,0,,0.07131028000000006,1.4262056000000012
