script_version,run_label,startup_mode,ignore_start_ms,tstop,tstep,maxstep,supply_mode,vbat,rbat,vdd_ideal,rv1,rv2,rv3,rv4,rv5,rv6,rv7,rv8,rv9,VDD_min,VDD_max,VDD_end,V_Boost_min,V_Boost_max,V_Boost_end,VREF_2V048_min,VREF_2V048_max,VREF_2V048_end,VREF_1V024_min,VREF_1V024_max,VREF_1V024_end,V_Leak_min,V_Leak_max,V_Leak_end,Vm_Int_min,Vm_Int_max,Vm_Int_end,Vm_Ext_min,Vm_Ext_max,Vm_Ext_end,V_Threshold_min,V_Threshold_max,V_Threshold_end,AP_min,AP_max,AP_end,Spike_Pulse_min,Spike_Pulse_max,Spike_Pulse_end,Peak_Window_min,Peak_Window_max,Peak_Window_end,Reset_Window_min,Reset_Window_max,Reset_Window_end,Spike_Out_min,Spike_Out_max,Spike_Out_end,V_Syn_State_min,V_Syn_State_max,V_Syn_State_end,/V_Syn_Drive_min,/V_Syn_Drive_max,/V_Syn_Drive_end,V_Stim_Drive_min,V_Stim_Drive_max,V_Stim_Drive_end,Vw_min,Vw_max,Vw_end,Vw_buff_min,Vw_buff_max,Vw_buff_end,Vm_threshold_crossings,Vm_first_threshold_crossing_ms,AP_rising_edges,AP_mean_period_ms,Spike_Pulse_rising_edges,Spike_Pulse_mean_period_ms,Peak_Window_rising_edges,Peak_Window_mean_period_ms,Reset_Window_rising_edges,Reset_Window_mean_period_ms,Spike_Out_rising_edges,Spike_Out_mean_period_ms
validation-suite-v4,11_ideal_supply_reference_run,operating,20.0,500m,10u,10u,ideal,3.0,30,3,0.7,0.5,0.8,0.3,0.5,0.5,0.5,0.5,0.5,3.0,3.0,3.0,3.3,3.3,3.3,2.048,2.048,2.048,1.02398874,1.02398874,1.02398874,1.43359699,1.43359699,1.43359699,0.463754949,0.888631807,0.830971059,0.474495039,2.61177731,0.90810355,0.846538156,0.869390421,0.869380908,0.00841829407,2.95259114,0.00842416626,-0.0878210112,1.20322135,2.55419872e-07,0.000149168383,3.00626231,0.0001499925,0.000150285438,2.87028917,0.000155997992,0.00014999154,3.00176363,0.000149992483,1.00804606,1.01834385,1.01730862,0.447891655,0.882638285,0.824315074,0.221060984,0.803324786,0.724073856,3.21663887e-06,0.598603791,0.47918788,3.21663887e-06,0.598603791,0.47918788,8,75.5422106,8,53.90790052857143,8,53.90790381428572,8,53.90790314285714,8,53.89070867142858,8,53.9079017
