time_s,VM,VLEAK,VREF
0.106623398,0.905317989,0.992779692,0.993377468
0.106633398,0.90533389,0.992779692,0.993377468
0.106643398,0.905349787,0.992779692,0.993377468
0.106653398,0.905365682,0.992779692,0.993377468
0.106663398,0.905381574,0.992779692,0.993377468
0.106673398,0.905397463,0.992779692,0.993377468
0.106683398,0.90541335,0.992779692,0.993377468
0.106693398,0.905429233,0.992779692,0.993377468
0.106703398,0.905445113,0.992779692,0.993377468
0.106713398,0.905460991,0.992779692,0.993377468
0.106723398,0.905476866,0.992779692,0.993377468
0.106733398,0.905492738,0.992779692,0.993377468
0.106743398,0.905508606,0.992779692,0.993377468
0.106753398,0.905524472,0.992779692,0.993377468
0.106763398,0.905540336,0.992779692,0.993377468
0.106773398,0.905556196,0.992779692,0.993377468
0.106783398,0.905572053,0.992779692,0.993377468
0.106793398,0.905587908,0.992779692,0.993377468
0.106803398,0.905603759,0.992779692,0.993377468
0.106813398,0.905619608,0.992779692,0.993377468
0.106823398,0.905635454,0.992779692,0.993377468
0.106833398,0.905651297,0.992779692,0.993377468
0.106843398,0.905667137,0.992779692,0.993377468
0.106853398,0.905682974,0.992779692,0.993377468
0.106863398,0.905698809,0.992779692,0.993377468
0.106873398,0.90571464,0.992779692,0.993377468
0.106883398,0.905730469,0.992779692,0.993377468
0.106893398,0.905746294,0.992779692,0.993377468
0.106903398,0.905762117,0.992779692,0.993377468
0.106913398,0.905777937,0.992779692,0.993377468
0.106923398,0.905793754,0.992779692,0.993377468
0.106933398,0.905809568,0.992779692,0.993377468
0.106943398,0.90582538,0.992779692,0.993377468
0.106953398,0.905841188,0.992779692,0.993377468
0.106963398,0.905856994,0.992779692,0.993377468
0.106973398,0.905872796,0.992779692,0.993377468
0.106983398,0.905888596,0.992779692,0.993377468
0.106993398,0.905904393,0.992779692,0.993377468
0.107003398,0.905920187,0.992779692,0.993377468
0.107013398,0.905935978,0.992779692,0.993377468
0.107023398,0.905951767,0.992779692,0.993377468
0.107033398,0.905967552,0.992779692,0.993377468
0.107043398,0.905983335,0.992779692,0.993377468
0.107053398,0.905999114,0.992779692,0.993377468
0.107063398,0.906014891,0.992779692,0.993377468
0.107073398,0.906030665,0.992779692,0.993377468
0.107083398,0.906046436,0.992779692,0.993377468
0.107093398,0.906062205,0.992779692,0.993377468
0.107103398,0.90607797,0.992779692,0.993377468
0.107113398,0.906093732,0.992779692,0.993377468
0.107123398,0.906109492,0.992779692,0.993377468
0.107133398,0.906125249,0.992779692,0.993377468
0.107143398,0.906141003,0.992779692,0.993377468
0.107153398,0.906156754,0.992779692,0.993377468
0.107163398,0.906172502,0.992779692,0.993377468
0.107173398,0.906188247,0.992779692,0.993377468
0.107183398,0.90620399,0.992779692,0.993377468
0.107193398,0.906219729,0.992779692,0.993377468
0.107203398,0.906235466,0.992779692,0.993377468
0.107213398,0.9062512,0.992779692,0.993377468
0.107223398,0.906266931,0.992779692,0.993377468
0.107233398,0.906282659,0.992779692,0.993377468
0.107243398,0.906298385,0.992779692,0.993377468
0.107253398,0.906314107,0.992779692,0.993377468
0.107263398,0.906329827,0.992779692,0.993377468
0.107273398,0.906345543,0.992779692,0.993377468
0.107283398,0.906361257,0.992779692,0.993377468
0.107293398,0.906376968,0.992779692,0.993377468
0.107303398,0.906392676,0.992779692,0.993377468
0.107313398,0.906408382,0.992779692,0.993377468
0.107323398,0.906424084,0.992779692,0.993377468
0.107333398,0.906439784,0.992779692,0.993377468
0.107343398,0.90645548,0.992779692,0.993377468
0.107353398,0.906471174,0.992779692,0.993377468
0.107363398,0.906486865,0.992779692,0.993377468
0.107373398,0.906502554,0.992779692,0.993377468
0.107383398,0.906518239,0.992779692,0.993377468
0.107393398,0.906533921,0.992779692,0.993377468
0.107403398,0.906549601,0.992779692,0.993377468
0.107413398,0.906565278,0.992779692,0.993377468
0.107423398,0.906580952,0.992779692,0.993377468
0.107433398,0.906596623,0.992779692,0.993377468
0.107443398,0.906612291,0.992779692,0.993377468
0.107453398,0.906627956,0.992779692,0.993377468
0.107463398,0.906643619,0.992779692,0.993377468
0.107473398,0.906659279,0.992779692,0.993377468
0.107483398,0.906674935,0.992779692,0.993377468
0.107493398,0.906690589,0.992779692,0.993377468
0.107503398,0.906706241,0.992779692,0.993377468
0.107513398,0.906721889,0.992779692,0.993377468
0.107523398,0.906737534,0.992779692,0.993377468
0.107533398,0.906753177,0.992779692,0.993377468
0.107543398,0.906768817,0.992779692,0.993377468
0.107553398,0.906784454,0.992779692,0.993377468
0.107563398,0.906800088,0.992779692,0.993377468
0.107573398,0.906815719,0.992779692,0.993377468
0.107583398,0.906831347,0.992779692,0.993377468
0.107593398,0.906846973,0.992779692,0.993377468
0.107603398,0.906862596,0.992779692,0.993377468
0.107613398,0.906878215,0.992779692,0.993377468
0.107623398,0.906893832,0.992779692,0.993377468
0.107633398,0.906909447,0.992779692,0.993377468
0.107643398,0.906925058,0.992779692,0.993377468
0.107653398,0.906940667,0.992779692,0.993377468
0.107663398,0.906956272,0.992779692,0.993377468
0.107673398,0.906971875,0.992779692,0.993377468
0.107683398,0.906987475,0.992779692,0.993377468
0.107693398,0.907003072,0.992779692,0.993377468
0.107703398,0.907018667,0.992779692,0.993377468
0.107713398,0.907034258,0.992779692,0.993377468
0.107723398,0.907049847,0.992779692,0.993377468
0.107733398,0.907065433,0.992779692,0.993377468
0.107743398,0.907081016,0.992779692,0.993377468
0.107753398,0.907096596,0.992779692,0.993377468
0.107763398,0.907112173,0.992779692,0.993377468
0.107773398,0.907127748,0.992779692,0.993377468
0.107783398,0.907143319,0.992779692,0.993377468
0.107793398,0.907158888,0.992779692,0.993377468
0.107803398,0.907174454,0.992779692,0.993377468
0.107813398,0.907190017,0.992779692,0.993377468
0.107823398,0.907205578,0.992779692,0.993377468
0.107833398,0.907221135,0.992779692,0.993377468
0.107843398,0.90723669,0.992779692,0.993377468
0.107853398,0.907252242,0.992779692,0.993377468
0.107863398,0.907267791,0.992779692,0.993377468
0.107873398,0.907283337,0.992779692,0.993377468
0.107883398,0.90729888,0.992779692,0.993377468
0.107893398,0.907314421,0.992779692,0.993377468
0.107903398,0.907329958,0.992779692,0.993377468
0.107913398,0.907345493,0.992779692,0.993377468
0.107923398,0.907361025,0.992779692,0.993377468
0.107933398,0.907376555,0.992779692,0.993377468
0.107943398,0.907392081,0.992779692,0.993377468
0.107953398,0.907407605,0.992779692,0.993377468
0.107963398,0.907423126,0.992779692,0.993377468
0.107973398,0.907438644,0.992779692,0.993377468
0.107983398,0.907454159,0.992779692,0.993377468
0.107993398,0.907469671,0.992779692,0.993377468
0.108003398,0.90748518,0.992779692,0.993377468
0.108013398,0.907500687,0.992779692,0.993377468
0.108023398,0.907516191,0.992779692,0.993377468
0.108033398,0.907531692,0.992779692,0.993377468
0.108043398,0.90754719,0.992779692,0.993377468
0.108053398,0.907562686,0.992779692,0.993377468
0.108063398,0.907578178,0.992779692,0.993377468
0.108073398,0.907593668,0.992779692,0.993377468
0.108083398,0.907609155,0.992779692,0.993377468
0.108093398,0.907624639,0.992779692,0.993377468
0.108103398,0.907640121,0.992779692,0.993377468
0.108113398,0.907655599,0.992779692,0.993377468
0.108123398,0.907671075,0.992779692,0.993377468
0.108133398,0.907686548,0.992779692,0.993377468
0.108143398,0.907702018,0.992779692,0.993377468
0.108153398,0.907717485,0.992779692,0.993377468
0.108163398,0.907732949,0.992779692,0.993377468
0.108173398,0.907748411,0.992779692,0.993377468
0.108183398,0.90776387,0.992779692,0.993377468
0.108193398,0.907779326,0.992779692,0.993377468
0.108203398,0.907794779,0.992779692,0.993377468
0.108213398,0.90781023,0.992779692,0.993377468
0.108223398,0.907825677,0.992779692,0.993377468
0.108233398,0.907841122,0.992779692,0.993377468
0.108243398,0.907856564,0.992779692,0.993377468
0.108253398,0.907872003,0.992779692,0.993377468
0.108263398,0.907887439,0.992779692,0.993377468
0.108273398,0.907902873,0.992779692,0.993377468
0.108283398,0.907918304,0.992779692,0.993377468
0.108293398,0.907933732,0.992779692,0.993377468
0.108303398,0.907949157,0.992779692,0.993377468
0.108313398,0.907964579,0.992779692,0.993377468
0.108323398,0.907979999,0.992779692,0.993377468
0.108333398,0.907995415,0.992779692,0.993377468
0.108343398,0.908010829,0.992779692,0.993377468
0.108353398,0.90802624,0.992779692,0.993377468
0.108363398,0.908041649,0.992779692,0.993377468
0.108373398,0.908057054,0.992779692,0.993377468
0.108383398,0.908072457,0.992779692,0.993377468
0.108393398,0.908087857,0.992779692,0.993377468
0.108403398,0.908103254,0.992779692,0.993377468
0.108413398,0.908118648,0.992779692,0.993377468
0.108423398,0.90813404,0.992779692,0.993377468
0.108433398,0.908149429,0.992779692,0.993377468
0.108443398,0.908164814,0.992779692,0.993377468
0.108453398,0.908180198,0.992779692,0.993377468
0.108463398,0.908195578,0.992779692,0.993377468
0.108473398,0.908210955,0.992779692,0.993377468
0.108483398,0.90822633,0.992779692,0.993377468
0.108493398,0.908241702,0.992779692,0.993377468
0.108503398,0.908257071,0.992779692,0.993377468
0.108513398,0.908272438,0.992779692,0.993377468
0.108523398,0.908287801,0.992779692,0.993377468
0.108533398,0.908303162,0.992779692,0.993377468
0.108543398,0.90831852,0.992779692,0.993377468
0.108553398,0.908333875,0.992779692,0.993377468
0.108563398,0.908349227,0.992779692,0.993377468
0.108573398,0.908364577,0.992779692,0.993377468
0.108583398,0.908379924,0.992779692,0.993377468
0.108593398,0.908395268,0.992779692,0.993377468
0.108603398,0.908410609,0.992779692,0.993377468
0.108613398,0.908425948,0.992779692,0.993377468
0.108623398,0.908441283,0.992779692,0.993377468
0.108633398,0.908456616,0.992779692,0.993377468
0.108643398,0.908471946,0.992779692,0.993377468
0.108653398,0.908487273,0.992779692,0.993377468
0.108663398,0.908502598,0.992779692,0.993377468
0.108673398,0.90851792,0.992779692,0.993377468
0.108683398,0.908533239,0.992779692,0.993377468
0.108693398,0.908548555,0.992779692,0.993377468
0.108703398,0.908563868,0.992779692,0.993377468
0.108713398,0.908579179,0.992779692,0.993377468
0.108723398,0.908594486,0.992779692,0.993377468
0.108733398,0.908609791,0.992779692,0.993377468
0.108743398,0.908625094,0.992779692,0.993377468
0.108753398,0.908640393,0.992779692,0.993377468
0.108763398,0.90865569,0.992779692,0.993377468
0.108773398,0.908670984,0.992779692,0.993377468
0.108783398,0.908686275,0.992779692,0.993377468
0.108793398,0.908701563,0.992779692,0.993377468
0.108803398,0.908716849,0.992779692,0.993377468
0.108813398,0.908732131,0.992779692,0.993377468
0.108823398,0.908747411,0.992779692,0.993377468
0.108833398,0.908762689,0.992779692,0.993377468
0.108843398,0.908777963,0.992779692,0.993377468
0.108853398,0.908793235,0.992779692,0.993377468
0.108863398,0.908808504,0.992779692,0.993377468
0.108873398,0.90882377,0.992779692,0.993377468
0.108883398,0.908839033,0.992779692,0.993377468
0.108893398,0.908854294,0.992779692,0.993377468
0.108903398,0.908869551,0.992779692,0.993377468
0.108913398,0.908884806,0.992779692,0.993377468
0.108923398,0.908900059,0.992779692,0.993377468
0.108933398,0.908915308,0.992779692,0.993377468
0.108943398,0.908930555,0.992779692,0.993377468
0.108953398,0.908945799,0.992779692,0.993377468
0.108963398,0.90896104,0.992779692,0.993377468
0.108973398,0.908976278,0.992779692,0.993377468
0.108983398,0.908991514,0.992779692,0.993377468
0.108993398,0.909006747,0.992779692,0.993377468
0.109003398,0.909021977,0.992779692,0.993377468
0.109013398,0.909037204,0.992779692,0.993377468
0.109023398,0.909052428,0.992779692,0.993377468
0.109033398,0.90906765,0.992779692,0.993377468
0.109043398,0.909082869,0.992779692,0.993377468
0.109053398,0.909098085,0.992779692,0.993377468
0.109063398,0.909113299,0.992779692,0.993377468
0.109073398,0.90912851,0.992779692,0.993377468
0.109083398,0.909143717,0.992779692,0.993377468
0.109093398,0.909158923,0.992779692,0.993377468
0.109103398,0.909174125,0.992779692,0.993377468
0.109113398,0.909189325,0.992779692,0.993377468
0.109123398,0.909204521,0.992779692,0.993377468
0.109133398,0.909219716,0.992779692,0.993377468
0.109143398,0.909234907,0.992779692,0.993377468
0.109153398,0.909250096,0.992779692,0.993377468
0.109163398,0.909265281,0.992779692,0.993377468
0.109173398,0.909280464,0.992779692,0.993377468
0.109183398,0.909295645,0.992779692,0.993377468
0.109193398,0.909310822,0.992779692,0.993377468
0.109203398,0.909325997,0.992779692,0.993377468
0.109213398,0.909341169,0.992779692,0.993377468
0.109223398,0.909356338,0.992779692,0.993377468
0.109233398,0.909371505,0.992779692,0.993377468
0.109243398,0.909386669,0.992779692,0.993377468
0.109253398,0.90940183,0.992779692,0.993377468
0.109263398,0.909416988,0.992779692,0.993377468
0.109273398,0.909432143,0.992779692,0.993377468
0.109283398,0.909447296,0.992779692,0.993377468
0.109293398,0.909462446,0.992779692,0.993377468
0.109303398,0.909477593,0.992779692,0.993377468
0.109313398,0.909492738,0.992779692,0.993377468
0.109323398,0.909507879,0.992779692,0.993377468
0.109333398,0.909523018,0.992779692,0.993377468
0.109343398,0.909538154,0.992779692,0.993377468
0.109353398,0.909553288,0.992779692,0.993377468
0.109363398,0.909568419,0.992779692,0.993377468
0.109373398,0.909583547,0.992779692,0.993377468
0.109383398,0.909598672,0.992779692,0.993377468
0.109393398,0.909613794,0.992779692,0.993377468
0.109403398,0.909628914,0.992779692,0.993377468
0.109413398,0.909644031,0.992779692,0.993377468
0.109423398,0.909659145,0.992779692,0.993377468
0.109433398,0.909674257,0.992779692,0.993377468
0.109443398,0.909689365,0.992779692,0.993377468
0.109453398,0.909704471,0.992779692,0.993377468
0.109463398,0.909719574,0.992779692,0.993377468
0.109473398,0.909734675,0.992779692,0.993377468
0.109483398,0.909749773,0.992779692,0.993377468
0.109493398,0.909764868,0.992779692,0.993377468
0.109503398,0.90977996,0.992779692,0.993377468
0.109513398,0.909795049,0.992779692,0.993377468
0.109523398,0.909810136,0.992779692,0.993377468
0.109533398,0.90982522,0.992779692,0.993377468
0.109543398,0.909840301,0.992779692,0.993377468
0.109553398,0.90985538,0.992779692,0.993377468
0.109563398,0.909870456,0.992779692,0.993377468
0.109573398,0.909885529,0.992779692,0.993377468
0.109583398,0.909900599,0.992779692,0.993377468
0.109593398,0.909915666,0.992779692,0.993377468
0.109603398,0.909930731,0.992779692,0.993377468
0.109613398,0.909945793,0.992779692,0.993377468
0.109623398,0.909960853,0.992779692,0.993377468
0.109633398,0.909975909,0.992779692,0.993377468
0.109643398,0.909990963,0.992779692,0.993377468
0.109653398,0.910006014,0.992779692,0.993377468
0.109663398,0.910021063,0.992779692,0.993377468
0.109673398,0.910036108,0.992779692,0.993377468
0.109683398,0.910051151,0.992779692,0.993377468
0.109693398,0.910066191,0.992779692,0.993377468
0.109703398,0.910081229,0.992779692,0.993377468
0.109713398,0.910096264,0.992779692,0.993377468
0.109723398,0.910111296,0.992779692,0.993377468
0.109733398,0.910126325,0.992779692,0.993377468
0.109743398,0.910141351,0.992779692,0.993377468
0.109753398,0.910156375,0.992779692,0.993377468
0.109763398,0.910171396,0.992779692,0.993377468
0.109773398,0.910186415,0.992779692,0.993377468
0.109783398,0.91020143,0.992779692,0.993377468
0.109793398,0.910216443,0.992779692,0.993377468
0.109803398,0.910231453,0.992779692,0.993377468
0.109813398,0.910246461,0.992779692,0.993377468
0.109823398,0.910261465,0.992779692,0.993377468
0.109833398,0.910276467,0.992779692,0.993377468
0.109843398,0.910291466,0.992779692,0.993377468
0.109853398,0.910306463,0.992779692,0.993377468
0.109863398,0.910321457,0.992779692,0.993377468
0.109873398,0.910336448,0.992779692,0.993377468
0.109883398,0.910351436,0.992779692,0.993377468
0.109893398,0.910366422,0.992779692,0.993377468
0.109903398,0.910381404,0.992779692,0.993377468
0.109913398,0.910396385,0.992779692,0.993377468
0.109923398,0.910411362,0.992779692,0.993377468
0.109933398,0.910426337,0.992779692,0.993377468
0.109943398,0.910441309,0.992779692,0.993377468
0.109953398,0.910456278,0.992779692,0.993377468
0.109963398,0.910471245,0.992779692,0.993377468
0.109973398,0.910486208,0.992779692,0.993377468
0.109983398,0.910501169,0.992779692,0.993377468
0.109993398,0.910516128,0.992779692,0.993377468
0.110003398,0.910531083,0.992779692,0.993377468
0.110013398,0.910546036,0.992779692,0.993377468
0.110023398,0.910560987,0.992779692,0.993377468
0.110033398,0.910575934,0.992779692,0.993377468
0.110043398,0.910590879,0.992779692,0.993377468
0.110053398,0.910605821,0.992779692,0.993377468
0.110063398,0.91062076,0.992779692,0.993377468
0.110073398,0.910635697,0.992779692,0.993377468
0.110083398,0.910650631,0.992779692,0.993377468
0.110093398,0.910665562,0.992779692,0.993377468
0.110103398,0.91068049,0.992779692,0.993377468
0.110113398,0.910695416,0.992779692,0.993377468
0.110123398,0.910710339,0.992779692,0.993377468
0.110133398,0.91072526,0.992779692,0.993377468
0.110143398,0.910740177,0.992779692,0.993377468
0.110153398,0.910755092,0.992779692,0.993377468
0.110163398,0.910770004,0.992779692,0.993377468
0.110173398,0.910784914,0.992779692,0.993377468
0.110183398,0.910799821,0.992779692,0.993377468
0.110193398,0.910814725,0.992779692,0.993377468
0.110203398,0.910829626,0.992779692,0.993377468
0.110213398,0.910844525,0.992779692,0.993377468
0.110223398,0.910859421,0.992779692,0.993377468
0.110233398,0.910874314,0.992779692,0.993377468
0.110243398,0.910889205,0.992779692,0.993377468
0.110253398,0.910904092,0.992779692,0.993377468
0.110263398,0.910918977,0.992779692,0.993377468
0.110273398,0.91093386,0.992779692,0.993377468
0.110283398,0.91094874,0.992779692,0.993377468
0.110293398,0.910963617,0.992779692,0.993377468
0.110303398,0.910978491,0.992779692,0.993377468
0.110313398,0.910993362,0.992779692,0.993377468
0.110323398,0.911008231,0.992779692,0.993377468
0.110333398,0.911023098,0.992779692,0.993377468
0.110343398,0.911037961,0.992779692,0.993377468
0.110353398,0.911052822,0.992779692,0.993377468
0.110363398,0.91106768,0.992779692,0.993377468
0.110373398,0.911082535,0.992779692,0.993377468
0.110383398,0.911097388,0.992779692,0.993377468
0.110393398,0.911112238,0.992779692,0.993377468
0.110403398,0.911127085,0.992779692,0.993377468
0.110413398,0.91114193,0.992779692,0.993377468
0.110423398,0.911156772,0.992779692,0.993377468
0.110433398,0.911171611,0.992779692,0.993377468
0.110443398,0.911186447,0.992779692,0.993377468
0.110453398,0.911201281,0.992779692,0.993377468
0.110463398,0.911216112,0.992779692,0.993377468
0.110473398,0.911230941,0.992779692,0.993377468
0.110483398,0.911245766,0.992779692,0.993377468
0.110493398,0.911260589,0.992779692,0.993377468
0.110503398,0.91127541,0.992779692,0.993377468
0.110513398,0.911290227,0.992779692,0.993377468
0.110523398,0.911305042,0.992779692,0.993377468
0.110533398,0.911319854,0.992779692,0.993377468
0.110543398,0.911334664,0.992779692,0.993377468
0.110553398,0.911349471,0.992779692,0.993377468
0.110563398,0.911364275,0.992779692,0.993377468
0.110573398,0.911379076,0.992779692,0.993377468
0.110583398,0.911393875,0.992779692,0.993377468
0.110593398,0.911408671,0.992779692,0.993377468
0.110603398,0.911423465,0.992779692,0.993377468
0.110613398,0.911438255,0.992779692,0.993377468
0.110623398,0.911453043,0.992779692,0.993377468
0.110633398,0.911467829,0.992779692,0.993377468
0.110643398,0.911482611,0.992779692,0.993377468
0.110653398,0.911497391,0.992779692,0.993377468
0.110663398,0.911512168,0.992779692,0.993377468
0.110673398,0.911526943,0.992779692,0.993377468
0.110683398,0.911541715,0.992779692,0.993377468
0.110693398,0.911556484,0.992779692,0.993377468
0.110703398,0.911571251,0.992779692,0.993377468
0.110713398,0.911586014,0.992779692,0.993377468
0.110723398,0.911600776,0.992779692,0.993377468
0.110733398,0.911615534,0.992779692,0.993377468
0.110743398,0.91163029,0.992779692,0.993377468
0.110753398,0.911645043,0.992779692,0.993377468
0.110763398,0.911659793,0.992779692,0.993377468
0.110773398,0.911674541,0.992779692,0.993377468
0.110783398,0.911689286,0.992779692,0.993377468
0.110793398,0.911704029,0.992779692,0.993377468
0.110803398,0.911718768,0.992779692,0.993377468
0.110813398,0.911733505,0.992779692,0.993377468
0.110823398,0.91174824,0.992779692,0.993377468
0.110833398,0.911762971,0.992779692,0.993377468
0.110843398,0.9117777,0.992779692,0.993377468
0.110853398,0.911792426,0.992779692,0.993377468
0.110863398,0.91180715,0.992779692,0.993377468
0.110873398,0.911821871,0.992779692,0.993377468
0.110883398,0.911836589,0.992779692,0.993377468
0.110893398,0.911851305,0.992779692,0.993377468
0.110903398,0.911866018,0.992779692,0.993377468
0.110913398,0.911880728,0.992779692,0.993377468
0.110923398,0.911895436,0.992779692,0.993377468
0.110933398,0.91191014,0.992779692,0.993377468
0.110943398,0.911924843,0.992779692,0.993377468
0.110953398,0.911939542,0.992779692,0.993377468
0.110963398,0.911954239,0.992779692,0.993377468
0.110973398,0.911968933,0.992779692,0.993377468
0.110983398,0.911983625,0.992779692,0.993377468
0.110993398,0.911998314,0.992779692,0.993377468
0.111003398,0.912013,0.992779692,0.993377468
0.111013398,0.912027683,0.992779692,0.993377468
0.111023398,0.912042364,0.992779692,0.993377468
0.111033398,0.912057042,0.992779692,0.993377468
0.111043398,0.912071718,0.992779692,0.993377468
0.111053398,0.912086391,0.992779692,0.993377468
0.111063398,0.912101061,0.992779692,0.993377468
0.111073398,0.912115728,0.992779692,0.993377468
0.111083398,0.912130393,0.992779692,0.993377468
0.111093398,0.912145056,0.992779692,0.993377468
0.111103398,0.912159715,0.992779692,0.993377468
0.111113398,0.912174372,0.992779692,0.993377468
0.111123398,0.912189026,0.992779692,0.993377468
0.111133398,0.912203678,0.992779692,0.993377468
0.111143398,0.912218326,0.992779692,0.993377468
0.111153398,0.912232973,0.992779692,0.993377468
0.111163398,0.912247616,0.992779692,0.993377468
0.111173398,0.912262257,0.992779692,0.993377468
0.111183398,0.912276895,0.992779692,0.993377468
0.111193398,0.912291531,0.992779692,0.993377468
0.111203398,0.912306164,0.992779692,0.993377468
0.111213398,0.912320794,0.992779692,0.993377468
0.111223398,0.912335421,0.992779692,0.993377468
0.111233398,0.912350046,0.992779692,0.993377468
0.111243398,0.912364669,0.992779692,0.993377468
0.111253398,0.912379288,0.992779692,0.993377468
0.111263398,0.912393905,0.992779692,0.993377468
0.111273398,0.912408519,0.992779692,0.993377468
0.111283398,0.912423131,0.992779692,0.993377468
0.111293398,0.91243774,0.992779692,0.993377468
0.111303398,0.912452346,0.992779692,0.993377468
0.111313398,0.91246695,0.992779692,0.993377468
0.111323398,0.912481551,0.992779692,0.993377468
0.111333398,0.912496149,0.992779692,0.993377468
0.111343398,0.912510745,0.992779692,0.993377468
0.111353398,0.912525338,0.992779692,0.993377468
0.111363398,0.912539928,0.992779692,0.993377468
0.111373398,0.912554516,0.992779692,0.993377468
0.111383398,0.912569101,0.992779692,0.993377468
0.111393398,0.912583683,0.992779692,0.993377468
0.111403398,0.912598263,0.992779692,0.993377468
0.111413398,0.91261284,0.992779692,0.993377468
0.111423398,0.912627415,0.992779692,0.993377468
0.111433398,0.912641987,0.992779692,0.993377468
0.111443398,0.912656556,0.992779692,0.993377468
0.111453398,0.912671122,0.992779692,0.993377468
0.111463398,0.912685686,0.992779692,0.993377468
0.111473398,0.912700247,0.992779692,0.993377468
0.111483398,0.912714806,0.992779692,0.993377468
0.111493398,0.912729362,0.992779692,0.993377468
0.111503398,0.912743915,0.992779692,0.993377468
0.111513398,0.912758466,0.992779692,0.993377468
0.111523398,0.912773014,0.992779692,0.993377468
0.111533398,0.912787559,0.992779692,0.993377468
0.111543398,0.912802102,0.992779692,0.993377468
0.111553398,0.912816642,0.992779692,0.993377468
0.111563398,0.912831179,0.992779692,0.993377468
0.111573398,0.912845714,0.992779692,0.993377468
0.111583398,0.912860246,0.992779692,0.993377468
0.111593398,0.912874776,0.992779692,0.993377468
0.111603398,0.912889303,0.992779692,0.993377468
0.111613398,0.912903827,0.992779692,0.993377468
0.111623398,0.912918348,0.992779692,0.993377468
0.111633398,0.912932867,0.992779692,0.993377468
0.111643398,0.912947384,0.992779692,0.993377468
0.111653398,0.912961897,0.992779692,0.993377468
0.111663398,0.912976408,0.992779692,0.993377468
0.111673398,0.912990917,0.992779692,0.993377468
0.111683398,0.913005422,0.992779692,0.993377468
0.111693398,0.913019925,0.992779692,0.993377468
0.111703398,0.913034426,0.992779692,0.993377468
0.111713398,0.913048924,0.992779692,0.993377468
0.111723398,0.913063419,0.992779692,0.993377468
0.111733398,0.913077911,0.992779692,0.993377468
0.111743398,0.913092401,0.992779692,0.993377468
0.111753398,0.913106889,0.992779692,0.993377468
0.111763398,0.913121373,0.992779692,0.993377468
0.111773398,0.913135855,0.992779692,0.993377468
0.111783398,0.913150335,0.992779692,0.993377468
0.111793398,0.913164811,0.992779692,0.993377468
0.111803398,0.913179286,0.992779692,0.993377468
0.111813398,0.913193757,0.992779692,0.993377468
0.111823398,0.913208226,0.992779692,0.993377468
0.111833398,0.913222692,0.992779692,0.993377468
0.111843398,0.913237156,0.992779692,0.993377468
0.111853398,0.913251617,0.992779692,0.993377468
0.111863398,0.913266075,0.992779692,0.993377468
0.111873398,0.913280531,0.992779692,0.993377468
0.111883398,0.913294984,0.992779692,0.993377468
0.111893398,0.913309434,0.992779692,0.993377468
0.111903398,0.913323882,0.992779692,0.993377468
0.111913398,0.913338327,0.992779692,0.993377468
0.111923398,0.91335277,0.992779692,0.993377468
0.111933398,0.91336721,0.992779692,0.993377468
0.111943398,0.913381647,0.992779692,0.993377468
0.111953398,0.913396082,0.992779692,0.993377468
0.111963398,0.913410514,0.992779692,0.993377468
0.111973398,0.913424943,0.992779692,0.993377468
0.111983398,0.91343937,0.992779692,0.993377468
0.111993398,0.913453794,0.992779692,0.993377468
0.112003398,0.913468216,0.992779692,0.993377468
0.112013398,0.913482635,0.992779692,0.993377468
0.112023398,0.913497051,0.992779692,0.993377468
0.112033398,0.913511465,0.992779692,0.993377468
0.112043398,0.913525876,0.992779692,0.993377468
0.112053398,0.913540284,0.992779692,0.993377468
0.112063398,0.91355469,0.992779692,0.993377468
0.112073398,0.913569094,0.992779692,0.993377468
0.112083398,0.913583494,0.992779692,0.993377468
0.112093398,0.913597892,0.992779692,0.993377468
0.112103398,0.913612288,0.992779692,0.993377468
0.112113398,0.91362668,0.992779692,0.993377468
0.112123398,0.91364107,0.992779692,0.993377468
0.112133398,0.913655458,0.992779692,0.993377468
0.112143398,0.913669843,0.992779692,0.993377468
0.112153398,0.913684225,0.992779692,0.993377468
0.112163398,0.913698605,0.992779692,0.993377468
0.112173398,0.913712982,0.992779692,0.993377468
0.112183398,0.913727356,0.992779692,0.993377468
0.112193398,0.913741728,0.992779692,0.993377468
0.112203398,0.913756098,0.992779692,0.993377468
0.112213398,0.913770464,0.992779692,0.993377468
0.112223398,0.913784828,0.992779692,0.993377468
0.112233398,0.91379919,0.992779692,0.993377468
0.112243398,0.913813548,0.992779692,0.993377468
0.112253398,0.913827905,0.992779692,0.993377468
0.112263398,0.913842258,0.992779692,0.993377468
0.112273398,0.913856609,0.992779692,0.993377468
0.112283398,0.913870957,0.992779692,0.993377468
0.112293398,0.913885303,0.992779692,0.993377468
0.112303398,0.913899646,0.992779692,0.993377468
0.112313398,0.913913987,0.992779692,0.993377468
0.112323398,0.913928325,0.992779692,0.993377468
0.112333398,0.91394266,0.992779692,0.993377468
0.112343398,0.913956993,0.992779692,0.993377468
0.112353398,0.913971323,0.992779692,0.993377468
0.112363398,0.91398565,0.992779692,0.993377468
0.112373398,0.913999975,0.992779692,0.993377468
0.112383398,0.914014297,0.992779692,0.993377468
0.112393398,0.914028617,0.992779692,0.993377468
0.112403398,0.914042934,0.992779692,0.993377468
0.112413398,0.914057249,0.992779692,0.993377468
0.112423398,0.914071561,0.992779692,0.993377468
0.112433398,0.91408587,0.992779692,0.993377468
