time_s,VDD,V_Boost,VREF_2V048,VREF_1V024,V_Leak,Vm_Int,V_Threshold,AP,Spike_Pulse,Peak_Window,Reset_Window,Vm_Display_In,Vm_Ext,Spike_Out,V_Syn_State,/V_Syn_Drive,V_Stim_Cmd,V_Stim_Drive,Vsel,S0,S1,S2,S3,S4,Vw,Vw_buff,/Vkick,/Adapt_Kick_Drive,/Rising_AP,/AP_Gate,V_Reset_Ref,/Reset_Injection_Drive,/Reset_Gated_Drive,V_Peak_Drive,V_Syn1_Set,V_Syn2_Set,V_Syn3_Set,V_Syn4_Set
0.000134008925,0.357784642,0.312672198,0.0734808484,0.337399961,0.0394089046,0.0010973815,0.281739098,0.0504501601,0.0173570017,6.43896464e-05,0.339905649,0.00847121561,0.292501524,0.000135906334,0.00174063529,0.000211499289,0.0653901395,0.337643133,0.0357784591,0.330022008,6.70728557e-05,6.86763801e-05,7.11372271e-05,6.85100804e-05,9.06982372e-08,0.000293042748,0.0497658926,0.049904493,0.0278506187,0.357306779,0.120927517,0.120323211,0.00120977146,0.323205865,0.0353472457,0.00107859335,0.0353472457,0.0353472457
0.000134017885,0.357806727,0.312694657,0.0734910356,0.337422021,0.0394144907,0.00109751518,0.281757509,0.0504548493,0.0173583644,6.4393621e-05,0.339926752,0.00847172086,0.292523966,0.000135914724,0.00174087231,0.000211499604,0.0653953968,0.337665208,0.0357806676,0.330042409,6.70769959e-05,6.86806193e-05,7.11416182e-05,6.85143093e-05,9.07047235e-08,0.000293041648,0.0497705555,0.0499091774,0.0278524629,0.357328848,0.120935438,0.120331132,0.00120990524,0.323225953,0.0353522886,0.00107875783,0.0353522886,0.0353522886
0.000134035805,0.357850896,0.312739575,0.0735114116,0.33746614,0.0394256638,0.00109778256,0.281794331,0.0504642285,0.0173610891,6.440157e-05,0.339968957,0.00847273131,0.292568851,0.000135931501,0.00174134638,0.000211500235,0.0654059112,0.337709359,0.0357850845,0.330083209,6.70852763e-05,6.86890976e-05,7.11504002e-05,6.8522767e-05,9.07176969e-08,0.000293039448,0.0497798821,0.0499185469,0.0278561514,0.357372986,0.120951279,0.120346972,0.00121017213,0.323266129,0.0353623753,0.00107908686,0.0353623753,0.0353623753
0.000134071645,0.357939233,0.31282941,0.07355217,0.337554377,0.0394480136,0.00109831743,0.281867971,0.0504829892,0.0173665359,6.44174677e-05,0.340053364,0.00847475208,0.292658619,0.000135965056,0.00174229472,0.000211501496,0.0654269398,0.337797658,0.0357939181,0.330164807,6.71018366e-05,6.87060537e-05,7.11679639e-05,6.8539682e-05,9.07436519e-08,0.000293035049,0.0497985384,0.0499372889,0.0278635289,0.35746126,0.120982959,0.120378653,0.00121070528,0.323346479,0.0353825519,0.00107974525,0.0353825519,0.0353825519
0.000134143325,0.358115896,0.313009069,0.0736337125,0.33773084,0.0394927271,0.0010993876,0.282015246,0.050520519,0.0173774246,6.44492614e-05,0.340222171,0.00847879309,0.292838149,0.000136032163,0.00174419213,0.00021150402,0.0654689956,0.337974248,0.0358115845,0.330327996,6.71349557e-05,6.87399644e-05,7.12030896e-05,6.85735104e-05,9.07956016e-08,0.000293026254,0.049835861,0.0499747833,0.0278782844,0.3576378,0.121046318,0.120442011,0.00121177124,0.32350717,0.0354229181,0.0010810633,0.0354229181,0.0354229181
0.000134286685,0.358469188,0.313368352,0.0737968997,0.338083731,0.0395822107,0.00110152961,0.282309765,0.0505956094,0.0173991973,6.45128424e-05,0.340559749,0.00848687299,0.293197173,0.000136166363,0.0017479899,0.000211509071,0.0655531021,0.338327392,0.0358469136,0.33065434,6.72011871e-05,6.88077789e-05,7.12733338e-05,6.86411602e-05,9.08996494e-08,0.000293008682,0.0499105412,0.0500498072,0.0279077954,0.357990843,0.121173022,0.120568715,0.00121390278,0.323828519,0.0355037021,0.0010837045,0.0355037021,0.0355037021
0.000134573405,0.359175629,0.314086773,0.0741236829,0.338789372,0.0397614034,0.00110582034,0.282898686,0.0507459118,0.01744275,6.4639979e-05,0.341234772,0.00850302428,0.293915072,0.000136434709,0.00175559727,0.000211519185,0.065721294,0.339033539,0.0359175578,0.331306898,6.73336235e-05,6.89433807e-05,7.1413794e-05,6.87764328e-05,9.11083302e-08,0.000292973603,0.0500600301,0.0501999851,0.0279668151,0.358696789,0.12142638,0.120822073,0.00121816927,0.32447109,0.0356654769,0.00108900733,0.0356654769,0.0356654769
0.000134998,0.360221431,0.315150305,0.0746086058,0.339833988,0.0400273158,0.00111219076,0.283770511,0.0509688014,0.0175072948,6.48281894e-05,0.342234063,0.00852692143,0.294977819,0.000136831962,0.00176689173,0.000211534206,0.0659703129,0.340078904,0.0360221379,0.332272931,6.75296795e-05,6.91441228e-05,7.16217284e-05,6.89766874e-05,9.14188033e-08,0.000292921865,0.0502817141,0.0504226933,0.028054224,0.359741856,0.121801446,0.121197139,0.00122450394,0.325422338,0.0359055495,0.00109691015,0.0359055495,0.0359055495
0.00013499805,0.360221554,0.315150431,0.0746086629,0.339834111,0.0400273471,0.00111219151,0.283770614,0.0509688277,0.0175073025,6.48282115e-05,0.342234181,0.00852692424,0.294977944,0.000136832009,0.00176689307,0.000211534223,0.0659703422,0.340079027,0.0360221502,0.332273045,6.75297026e-05,6.91441464e-05,7.16217529e-05,6.8976711e-05,9.14194941e-08,0.00029292189,0.0502817402,0.0504227195,0.0280542343,0.359741979,0.12180149,0.121197183,0.0012245047,0.32542245,0.0359055778,0.00109691108,0.0359055778,0.0359055778
0.00013499815,0.3602218,0.315150681,0.0746087773,0.339834357,0.0400274099,0.00111219301,0.283770819,0.0509688803,0.0175073177,6.48282559e-05,0.342234416,0.00852692986,0.294978195,0.000136832103,0.00176689573,0.000211534239,0.0659704009,0.340079273,0.0360221748,0.332273273,6.75297487e-05,6.91441937e-05,7.16218018e-05,6.89767581e-05,9.14202458e-08,0.000292921921,0.0502817925,0.050422772,0.0280542549,0.359742225,0.121801578,0.121197271,0.00122450622,0.325422674,0.0359056344,0.00109691295,0.0359056344,0.0359056344
