time_s,VDD,V_Boost,VREF_2V048,VREF_1V024,V_Leak,Vm_Int,V_Threshold,AP,Spike_Pulse,Peak_Window,Reset_Window,Vm_Display_In,Vm_Ext,Spike_Out,V_Syn_State,/V_Syn_Drive,V_Stim_Cmd,V_Stim_Drive,Vsel,S0,S1,S2,S3,S4,Vw,Vw_buff,/Vkick,/Adapt_Kick_Drive,/Rising_AP,/AP_Gate,V_Reset_Ref,/Reset_Injection_Drive,/Reset_Gated_Drive,V_Peak_Drive,V_Syn1_Set,V_Syn2_Set,V_Syn3_Set,V_Syn4_Set
2.69530189e-05,0.0792032765,0.032888614,0.000507295592,0.0591353809,0.000976332413,6.8630186e-05,0.0495024003,0.00713646405,0.00317892517,1.42540197e-05,0.0738294333,0.00154076989,0.0128163478,3.00856321e-05,5.08103102e-05,0.00028000767,0.0064104119,0.0591783059,0.00792032651,0.0728227128,0.0020414396,1.52293252e-05,1.57616849e-05,1.51684037e-05,4.10823498e-08,0.000862724619,0.00662620501,0.00663041993,0.00603390549,0.0789277805,0.0210279029,0.020421232,0.000183435162,0.0698989372,0.000867354815,0.000867354815,0.000867354815,0.000867354815
2.69530345e-05,0.0792033117,0.0328886527,0.000507297292,0.059135416,0.000976332285,6.86300869e-05,0.0495024296,0.0071364683,0.00317892689,1.42540275e-05,0.0738294717,0.00154077038,0.0128163912,3.00856484e-05,5.08103826e-05,0.00028000764,0.00641041707,0.059178341,0.00792033003,0.0728227423,0.00163919453,1.52253575e-05,1.5759587e-05,1.51679688e-05,4.11000013e-08,0.000862724441,0.00662620933,0.00663042422,0.00603390858,0.0789278211,0.0210279175,0.0204212466,0.00018343528,0.0698989738,0.000867354661,0.000867354661,0.000867354661,0.000867354661
2.69530513e-05,0.0792033498,0.0328886968,0.000507299109,0.0591354541,0.000976332148,6.86299272e-05,0.0495024615,0.00713647284,0.00317892872,1.42540356e-05,0.0738295126,0.00154077072,0.0128164366,3.00856657e-05,5.08104613e-05,0.000280007609,0.00641042259,0.0591783791,0.00792033384,0.0728227734,0.00129648014,1.52216998e-05,1.57576535e-05,1.51675948e-05,4.11273749e-08,0.00086272425,0.00662621397,0.00663042878,0.00603391188,0.0789278646,0.021027933,0.0204212622,0.000183435402,0.0698990128,0.000867354496,0.000867354496,0.000867354496,0.000867354496
2.69530693e-05,0.0792033932,0.0328887466,0.000507301065,0.0591354974,0.000976332,6.86298187e-05,0.0495024977,0.00713647773,0.00317893069,1.42540441e-05,0.0738295567,0.00154077137,0.0128164843,3.00856842e-05,5.08105469e-05,0.000280007575,0.00641042853,0.0591784225,0.00792033818,0.0728228067,0.00100699274,1.52183583e-05,1.57558878e-05,1.51672772e-05,4.11632454e-08,0.000862724045,0.006626219,0.00663043368,0.00603391544,0.0789279114,0.0210279497,0.0204212789,0.00018343553,0.0698990549,0.000867354319,0.000867354319,0.000867354319,0.000867354319
2.69530887e-05,0.0792034433,0.0328888015,0.000507303173,0.0591355475,0.00097633184,6.86298531e-05,0.0495025395,0.007136483,0.00317893282,1.42540533e-05,0.0738296042,0.00154077264,0.0128165347,3.0085704e-05,5.08106391e-05,0.000280007539,0.00641043494,0.0591784726,0.00792034319,0.0728228423,0.000766883772,1.52153607e-05,1.57543045e-05,1.51670136e-05,4.12037346e-08,0.000862723823,0.00662622443,0.00663043895,0.00603391927,0.0789279618,0.0210279678,0.020421297,0.000183435666,0.0698991003,0.000867354127,0.000867354127,0.000867354127,0.000867354127
2.69531098e-05,0.0792035008,0.0328888607,0.000507305466,0.0591356049,0.000976331667,6.86300662e-05,0.0495025873,0.00713648873,0.00317893513,1.42540632e-05,0.0738296559,0.00154077462,0.0128165894,3.00857253e-05,5.08107386e-05,0.000280007499,0.00641044191,0.05917853,0.00792034894,0.0728228807,0.000570365031,1.52127063e-05,1.57529035e-05,1.51667991e-05,4.12425293e-08,0.000862723582,0.00662623032,0.00663044468,0.00603392343,0.0789280167,0.0210279874,0.0204213166,0.000183435815,0.0698991496,0.000867353919,0.000867353919,0.000867353919,0.000867353919
2.69531328e-05,0.079203565,0.0328889237,0.000507307968,0.059135669,0.000976331477,6.86304179e-05,0.0495026409,0.00713649498,0.00317893765,1.42540742e-05,0.0738297123,0.00154077709,0.0128166501,3.00857485e-05,5.08108459e-05,0.000280007456,0.00641044951,0.0591785942,0.00792035536,0.0728229225,0.000413050072,1.5210405e-05,1.57516902e-05,1.51666298e-05,4.12709792e-08,0.000862723319,0.0066262367,0.00663045097,0.00603392798,0.0789280765,0.0210280088,0.0204213381,0.000183435981,0.0698992034,0.000867353692,0.000867353692,0.000867353692,0.000867353692
2.69531582e-05,0.0792036351,0.0328889911,0.000507310726,0.059135739,0.000976331269,6.8630801e-05,0.0495026993,0.00713650187,0.00317894043,1.42540864e-05,0.0738297745,0.00154077959,0.0128167179,3.00857741e-05,5.0810963e-05,0.000280007408,0.0064104579,0.0591786643,0.00792036237,0.0728229684,0.000289759073,1.52084489e-05,1.57506604e-05,1.51665006e-05,4.12803647e-08,0.000862723029,0.00662624366,0.00663045794,0.00603393299,0.0789281425,0.0210280324,0.0204213617,0.000183436169,0.0698992628,0.000867353442,0.000867353442,0.000867353442,0.000867353442
2.69531864e-05,0.0792037105,0.0328890647,0.000507313789,0.0591358143,0.000976331038,6.86310882e-05,0.049502762,0.00713650952,0.00317894352,1.42541e-05,0.0738298436,0.00154078159,0.0128167933,3.00858026e-05,5.08110927e-05,0.000280007355,0.00641046721,0.0591787396,0.00792036991,0.0728230191,0.000196055328,1.52068329e-05,1.57498116e-05,1.51664066e-05,4.12652356e-08,0.000862722708,0.00662625131,0.00663046572,0.00603393856,0.0789282158,0.0210280586,0.0204213879,0.000183436381,0.0698993287,0.000867353164,0.000867353164,0.000867353164,0.000867353164
2.69532181e-05,0.0792037923,0.0328891476,0.000507317231,0.059135896,0.000976330778,6.86312027e-05,0.0495028303,0.00713651812,0.00317894699,1.42541152e-05,0.0738299212,0.00154078283,0.0128168774,3.00858346e-05,5.08112389e-05,0.000280007296,0.00641047767,0.0591788214,0.00792037809,0.0728230761,0.000127254723,1.52055391e-05,1.57491343e-05,1.51663428e-05,4.12281063e-08,0.000862722346,0.00662625985,0.00663047449,0.00603394481,0.0789282981,0.0210280881,0.0204214174,0.00018343662,0.0698994028,0.000867352852,0.000867352852,0.000867352852,0.000867352852
2.69532542e-05,0.079203884,0.0328892432,0.000507321143,0.0591359876,0.000976330482,6.86311662e-05,0.0495029067,0.0071365279,0.00317895093,1.42541323e-05,0.0738300094,0.00154078346,0.0128169725,3.00858709e-05,5.08114061e-05,0.000280007228,0.00641048956,0.059178913,0.00792038726,0.0728231406,7.91056588e-05,1.52045477e-05,1.57486183e-05,1.51663048e-05,4.11825244e-08,0.000862721935,0.00662626958,0.00663048443,0.00603395192,0.0789283917,0.0210281216,0.0204214509,0.00018343689,0.069899487,0.000867352497,0.000867352497,0.000867352497,0.000867352497
2.69532958e-05,0.0792039909,0.032889355,0.000507325665,0.0591360944,0.000976330139,6.86310827e-05,0.0495029958,0.0071365392,0.00317895549,1.42541519e-05,0.0738301114,0.00154078396,0.0128170827,3.00859126e-05,5.08116001e-05,0.00028000715,0.0064105033,0.0591790199,0.00792039795,0.0728232152,4.74148691e-05,1.52038298e-05,1.57482485e-05,1.51662885e-05,4.11491037e-08,0.000862721459,0.00662628095,0.00663049587,0.00603396014,0.0789284999,0.0210281603,0.0204214897,0.000183437198,0.0698995843,0.000867352087,0.000867352087,0.000867352087,0.000867352087
2.69533448e-05,0.0792041187,0.0328894867,0.000507330992,0.059136222,0.000976329735,6.86310452e-05,0.0495031023,0.00713655251,0.00317896086,1.42541749e-05,0.0738302315,0.00154078479,0.0128172129,3.00859615e-05,5.08118285e-05,0.000280007058,0.0064105195,0.0591791476,0.00792041072,0.072823303,2.83447007e-05,1.52033522e-05,1.57480078e-05,1.51662906e-05,4.11403394e-08,0.000862720899,0.0066262945,0.00663050928,0.00603396982,0.0789286273,0.0210282058,0.0204215353,0.000183437561,0.0698996989,0.000867351604,0.000867351604,0.000867351604,0.000867351604
2.69534041e-05,0.0792042739,0.0328896445,0.000507337431,0.0591363771,0.000976329247,6.86310574e-05,0.0495032318,0.0071365686,0.00317896736,1.42542027e-05,0.0738303767,0.00154078621,0.0128173701,3.00860204e-05,5.08121039e-05,0.000280006946,0.00641053907,0.0591793028,0.00792042625,0.0728234091,1.8334092e-05,1.52030749e-05,1.57478759e-05,1.51663085e-05,4.11415954e-08,0.000862720221,0.00662631091,0.00663052547,0.00603398152,0.0789287814,0.0210282609,0.0204215905,0.000183438,0.0698998375,0.00086735102,0.00086735102,0.00086735102,0.00086735102
