time_s,VDD,V_Boost,VREF_2V048,VREF_1V024,Vm_Int,AP,Spike_Out
0.000255510091,0.0487561982,0.0417428314,4.97305582e-07,0.02872372,3.00547816e-05,0.00725600698,1.852029e-05
0.000255539763,0.0487672756,0.0417531818,4.97418823e-07,0.0287347845,3.01703985e-05,0.00725804278,1.85244978e-05
0.000255543527,0.048768681,0.0417544949,4.97433188e-07,0.0287361884,3.0185066e-05,0.00725830106,1.85250317e-05
0.000255551055,0.0487714921,0.0417571211,4.97461922e-07,0.0287389962,3.02144011e-05,0.00725881763,1.85260995e-05
0.000255566112,0.0487771145,0.0417623738,4.97519389e-07,0.028744612,3.02730744e-05,0.00725985085,1.85282352e-05
0.000255596224,0.0487883598,0.0417728801,4.97634339e-07,0.0287558443,3.03904303e-05,0.00726191756,1.85325068e-05
0.000255600044,0.0487897865,0.041774213,4.97648921e-07,0.0287572693,3.04053192e-05,0.00726217976,1.85330487e-05
0.000255604206,0.0487913409,0.0417756653,4.97664812e-07,0.0287588219,3.04215405e-05,0.00726246546,1.85336391e-05
0.000255608345,0.0487928865,0.0417771094,4.9768061e-07,0.0287603657,3.04376713e-05,0.00726274954,1.85342263e-05
0.000255612577,0.048794467,0.0417785862,4.97696767e-07,0.0287619444,3.04541666e-05,0.00726304006,1.85348266e-05
0.000255619907,0.0487972045,0.041781144,4.97724754e-07,0.0287646787,3.04827372e-05,0.00726354325,1.85358665e-05
0.000255630135,0.0488010245,0.0417847133,4.97763804e-07,0.0287684942,3.05226056e-05,0.00726424542,1.85373175e-05
0.000255650592,0.0488086645,0.0417918523,4.9784191e-07,0.0287761254,3.06023469e-05,0.0072656499,1.85402196e-05
0.000255691505,0.048823946,0.041806132,4.97998139e-07,0.0287913892,3.07618476e-05,0.00726845936,1.85460244e-05
0.000255729765,0.0488382388,0.0418194877,4.98144257e-07,0.0288056653,3.09110259e-05,0.00727108721,1.85514536e-05
0.000255780971,0.0488573718,0.0418373661,4.98339851e-07,0.0288247761,3.11107186e-05,0.00727460522,1.85587214e-05
0.000255830759,0.0488759783,0.0418547524,4.9853006e-07,0.028843361,3.13049122e-05,0.00727802673,1.85657891e-05
0.000255891249,0.0488985892,0.0418758808,4.98761205e-07,0.0288659456,3.15409e-05,0.0072821851,1.8574378e-05
0.000255944624,0.0489185447,0.0418945284,4.98965207e-07,0.0288858779,3.17491754e-05,0.0072858556,1.85819582e-05
0.000255998,0.0489385041,0.0419131799,4.99169248e-07,0.0289058141,3.19574917e-05,0.00728952723,1.85895399e-05
0.00025599805,0.0489385228,0.0419131974,4.99169438e-07,0.0289058328,3.19576866e-05,0.00728953067,1.8589547e-05
0.00025599815,0.0489385602,0.0419132324,4.9916982e-07,0.0289058702,3.19580774e-05,0.00728953755,1.85895612e-05
0.000255998325,0.0489386256,0.0419132935,4.9917049e-07,0.0289059356,3.19587603e-05,0.00728954959,1.8589586e-05
0.0002559985,0.0489386911,0.0419133547,4.9917116e-07,0.0289060009,3.19594431e-05,0.00728956163,1.85896109e-05
0.000255998535,0.0489387041,0.0419133669,4.99171295e-07,0.028906014,3.19595798e-05,0.00728956404,1.85896159e-05
0.000255998605,0.0489387303,0.0419133914,4.99171565e-07,0.0289060401,3.1959853e-05,0.00728956885,1.85896258e-05
0.000255998745,0.0489387827,0.0419134403,4.99172099e-07,0.0289060924,3.19603995e-05,0.00728957849,1.85896457e-05
0.000255999025,0.0489388874,0.0419135382,4.99173165e-07,0.028906197,3.19614924e-05,0.00728959775,1.85896855e-05
0.0002559995,0.048939065,0.0419137042,4.99174982e-07,0.0289063745,3.19633464e-05,0.00728963043,1.8589753e-05
0.00025599955,0.0489390837,0.0419137216,4.99175172e-07,0.0289063931,3.19635416e-05,0.00728963387,1.85897601e-05
0.00025599965,0.0489391211,0.0419137566,4.99175554e-07,0.0289064305,3.19639319e-05,0.00728964075,1.85897743e-05
0.000255999825,0.0489391866,0.0419138177,4.99176226e-07,0.0289064959,3.1964615e-05,0.00728965279,1.85897991e-05
0.000256,0.048939252,0.0419138789,4.99176895e-07,0.0289065612,3.19652981e-05,0.00728966483,1.8589824e-05
0.000256000035,0.0489392651,0.0419138911,4.9917703e-07,0.0289065743,3.19654348e-05,0.00728966724,1.8589829e-05
0.000256000105,0.0489392913,0.0419139156,4.99177299e-07,0.0289066005,3.1965708e-05,0.00728967205,1.85898389e-05
0.000256000245,0.0489393437,0.0419139645,4.99177832e-07,0.0289066528,3.19662544e-05,0.00728968169,1.85898588e-05
0.000256000525,0.0489394484,0.0419140624,4.99178899e-07,0.0289067574,3.19673474e-05,0.00728970095,1.85898986e-05
0.000256001085,0.0489396578,0.0419142581,4.99181043e-07,0.0289069665,3.19695332e-05,0.00728973948,1.85899781e-05
0.000256002205,0.0489400767,0.0419146495,4.99185324e-07,0.0289073849,3.19739048e-05,0.00728981654,1.85901372e-05
0.000256004445,0.0489409144,0.0419154323,4.99193888e-07,0.0289082217,3.19826482e-05,0.00728997065,1.85904554e-05
0.000256008925,0.0489425899,0.041916998,4.99211017e-07,0.0289098952,3.20001353e-05,0.00729027889,1.85910919e-05
0.000256017885,0.0489459409,0.0419201295,4.99245274e-07,0.0289132424,3.20351101e-05,0.00729089539,1.85923648e-05
0.000256035805,0.0489526434,0.0419263929,4.99313792e-07,0.028919937,3.21050634e-05,0.00729212848,1.85949108e-05
0.000256071645,0.0489660496,0.0419389208,4.9945084e-07,0.0289333277,3.22449838e-05,0.00729459504,1.86000032e-05
0.000256143325,0.0489928673,0.0419639821,4.99724992e-07,0.0289601143,3.25248802e-05,0.00729952971,1.86101901e-05
0.000256237606,0.0490281514,0.0419969559,5.00085692e-07,0.0289953574,3.28931407e-05,0.00730602341,1.86235929e-05
0.000256241765,0.0490297044,0.0419984109,5.00101605e-07,0.0289969086,3.29093799e-05,0.00730630997,1.86241829e-05
0.000256242464,0.0490299677,0.0419986552,5.00104285e-07,0.0289971716,3.29121507e-05,0.0073063581,1.86242827e-05
0.00025624266,0.0490300413,0.041998724,5.00105029e-07,0.0289972451,3.29129051e-05,0.00730637165,1.86243107e-05
0.000256242783,0.0490300871,0.0419987668,5.00105497e-07,0.0289972908,3.29133728e-05,0.00730638008,1.86243281e-05
0.000256242967,0.049030156,0.0419988313,5.00106204e-07,0.0289973597,3.29140855e-05,0.00730639278,1.86243544e-05
0.000256243159,0.049030228,0.0419988986,5.00106943e-07,0.0289974316,3.29148365e-05,0.00730640604,1.86243817e-05
0.000256243544,0.049030372,0.0419990333,5.00108415e-07,0.0289975755,3.29163354e-05,0.00730643256,1.86244364e-05
0.000256243958,0.0490305269,0.0419991781,5.0011e-07,0.0289977302,3.29179451e-05,0.00730646108,1.86244953e-05
0.000256244786,0.0490308367,0.0419994677,5.00113165e-07,0.0289980396,3.29211845e-05,0.00730651811,1.86246129e-05
0.000256246442,0.0490314563,0.0420000469,5.00119501e-07,0.0289986584,3.29276658e-05,0.00730663219,1.86248483e-05
0.000256249753,0.0490326955,0.0420012053,5.00132174e-07,0.0289998962,3.29405985e-05,0.00730686035,1.8625319e-05
0.000256256376,0.049035174,0.0420035222,5.00157515e-07,0.0290023718,3.29664719e-05,0.00730731667,1.86262605e-05
0.000256269622,0.0490401317,0.0420081561,5.00208204e-07,0.0290073238,3.30182256e-05,0.00730822937,1.86281437e-05
0.000256296114,0.0490500492,0.0420174248,5.00309588e-07,0.0290172298,3.31217387e-05,0.00731005498,1.86319109e-05
0.000256349098,0.0490698889,0.042035965,5.00512385e-07,0.0290370464,3.33287944e-05,0.00731370705,1.86394471e-05
0.000256354622,0.0490719578,0.0420378984,5.00533533e-07,0.0290391129,3.33503857e-05,0.00731408791,1.8640233e-05
0.000256357121,0.0490728936,0.0420387728,5.005431e-07,0.0290400476,3.33601517e-05,0.00731426017,1.86405884e-05
0.0002563585,0.0490734101,0.0420392555,5.00548376e-07,0.0290405635,3.33655416e-05,0.00731435525,1.86407846e-05
0.000256360179,0.0490740388,0.042039843,5.00554805e-07,0.0290411915,3.3372103e-05,0.00731447099,1.86410235e-05
0.000256362077,0.0490747498,0.0420405074,5.00562072e-07,0.0290419017,3.33795233e-05,0.00731460189,1.86412936e-05
0.000256365235,0.0490759325,0.0420416126,5.0057416e-07,0.029043083,3.33918653e-05,0.00731481959,1.86417428e-05
0.000256370133,0.0490777666,0.0420433266,5.00592909e-07,0.029044915,3.34110073e-05,0.00731515726,1.86424395e-05
0.000256379928,0.049081435,0.0420467548,5.00630408e-07,0.0290485791,3.34492925e-05,0.00731583262,1.8643833e-05
0.000256399517,0.0490887718,0.0420536116,5.0070541e-07,0.0290559074,3.3525867e-05,0.00731718346,1.86466199e-05
0.000256438697,0.0491034462,0.0420673267,5.00855428e-07,0.0290705647,3.36790327e-05,0.00731988559,1.8652194e-05
0.000256474922,0.0491170152,0.0420800092,5.00994148e-07,0.029084118,3.38206648e-05,0.00732238443,1.86573483e-05
0.000256524525,0.0491355989,0.0420973784,5.01184127e-07,0.0291026802,3.4014635e-05,0.00732580697,1.86644074e-05
0.000256572426,0.049153549,0.0421141551,5.01367625e-07,0.0291206094,3.42019859e-05,0.00732911306,1.86712258e-05
0.00025663134,0.0491756304,0.0421347931,5.01593354e-07,0.0291426652,3.44324553e-05,0.0073331805,1.86796136e-05
0.000256690699,0.0491978832,0.0421555918,5.01820836e-07,0.0291648921,3.46647146e-05,0.00733728004,1.86880664e-05
0.000256760322,0.0492239898,0.042179993,5.02087717e-07,0.0291909685,3.49372008e-05,0.00734209025,1.86979831e-05
0.000256832383,0.0492510178,0.0422052559,5.02364017e-07,0.0292179651,3.52193045e-05,0.00734707098,1.87082499e-05
0.00025691484,0.0492819537,0.042234172,5.02680264e-07,0.0292488651,3.55421971e-05,0.00735277278,1.8720001e-05
0.000256922057,0.0492846615,0.042236703,5.02707945e-07,0.0292515698,3.55704602e-05,0.0073532719,1.87210296e-05
0.000256936489,0.0492900774,0.0422417654,5.02763308e-07,0.0292569794,3.56269879e-05,0.00735427022,1.87230869e-05
0.000256965354,0.04930091,0.0422518909,5.02874046e-07,0.0292677994,3.57400533e-05,0.00735626711,1.87272017e-05
0.000256967879,0.0493018575,0.0422527766,5.02883733e-07,0.0292687459,3.57499434e-05,0.00735644178,1.87275616e-05
0.000256972929,0.0493037526,0.042254548,5.02903106e-07,0.0292706388,3.57697235e-05,0.00735679114,1.87282815e-05
0.000256983027,0.049307543,0.042258091,5.02941853e-07,0.0292744247,3.58092851e-05,0.00735748989,1.87297213e-05
0.000256984067,0.0493079332,0.0422584557,5.02945841e-07,0.0292748145,3.58133582e-05,0.00735756183,1.87298695e-05
0.000256986147,0.0493087136,0.0422591853,5.02953821e-07,0.029275594,3.5821504e-05,0.00735770571,1.8730166e-05
0.000256986407,0.0493088115,0.0422592768,5.02954821e-07,0.0292756918,3.58225257e-05,0.00735772376,1.87302031e-05
0.000256986465,0.0493088333,0.0422592971,5.02955043e-07,0.0292757135,3.58227527e-05,0.00735772777,1.87302114e-05
0.000256986477,0.0493088377,0.0422593012,5.02955087e-07,0.0292757179,3.58227987e-05,0.00735772858,1.87302131e-05
0.000256986501,0.0493088465,0.0422593095,5.02955178e-07,0.0292757267,3.58228908e-05,0.00735773021,1.87302164e-05
0.000256986505,0.0493088412,0.0422593055,5.02955189e-07,0.0292757215,3.58227993e-05,0.00735773051,1.8730217e-05
0.000256986509,0.0493088343,0.0422593013,5.02955194e-07,0.0292757145,3.58226062e-05,0.00735773082,1.87302177e-05
0.000256986514,0.0493088267,0.0422592979,5.0295519e-07,0.0292757069,3.58223227e-05,0.00735773111,1.87302182e-05
0.000256986519,0.0493088176,0.0422592954,5.02955176e-07,0.0292756979,3.58219058e-05,0.00735773145,1.87302188e-05
0.000256986526,0.0493088031,0.0422592941,5.02955132e-07,0.0292756834,3.58211045e-05,0.00735773199,1.87302197e-05
0.000256986541,0.0493087819,0.0422593011,5.02954984e-07,0.0292756623,3.58195785e-05,0.00735773301,1.87302209e-05
0.000256986555,0.0493087735,0.042259316,5.02954798e-07,0.0292756538,3.58185109e-05,0.00735773397,1.87302215e-05
0.000256986568,0.0493087771,0.0422593336,5.02954617e-07,0.0292756574,3.58180712e-05,0.00735773486,1.87302217e-05
0.000256986581,0.0493087906,0.042259351,5.02954462e-07,0.0292756709,3.58182286e-05,0.00735773574,1.87302217e-05
0.000256986592,0.0493088103,0.0422593651,5.02954361e-07,0.0292756906,3.58188681e-05,0.00735773657,1.87302216e-05
0.000256986605,0.0493088342,0.0422593755,5.0295432e-07,0.0292757145,3.58198828e-05,0.00735773741,1.87302217e-05
0.000256986617,0.0493088582,0.0422593811,5.02954345e-07,0.0292757384,3.58210589e-05,0.00735773824,1.87302221e-05
0.000256986629,0.0493088806,0.0422593827,5.02954437e-07,0.0292757608,3.58222817e-05,0.00735773908,1.87302229e-05
0.000256986641,0.0493088988,0.042259381,5.02954586e-07,0.029275779,3.58233616e-05,0.00735773991,1.87302242e-05
0.000256986653,0.0493089122,0.0422593773,5.02954784e-07,0.0292757924,3.58242283e-05,0.00735774076,1.87302258e-05
0.000256986665,0.0493089205,0.0422593731,5.02955007e-07,0.0292758006,3.58248084e-05,0.00735774159,1.87302279e-05
0.000256986678,0.0493089245,0.0422593694,5.02955265e-07,0.0292758046,3.5825127e-05,0.00735774249,1.87302304e-05
0.000256986692,0.049308925,0.0422593677,5.02955537e-07,0.0292758051,3.58251817e-05,0.00735774342,1.87302331e-05
0.000256986706,0.0493089236,0.0422593688,5.02955823e-07,0.0292758038,3.58250334e-05,0.00735774444,1.87302362e-05
0.000256986722,0.0493089224,0.0422593732,5.02956103e-07,0.0292758026,3.58247857e-05,0.0073577455,1.87302394e-05
0.000256986738,0.0493089234,0.042259381,5.02956384e-07,0.0292758036,3.58245592e-05,0.00735774665,1.87302426e-05
0.000256986756,0.0493089281,0.042259391,5.02956659e-07,0.0292758083,3.58244724e-05,0.00735774788,1.87302458e-05
0.000256986775,0.0493089372,0.0422594021,5.0295694e-07,0.0292758173,3.58245926e-05,0.00735774921,1.87302491e-05
0.000256986796,0.0493089497,0.0422594126,5.02957223e-07,0.0292758298,3.58249081e-05,0.00735775065,1.87302526e-05
0.000256986819,0.0493089638,0.0422594218,5.02957509e-07,0.0292758438,3.58253296e-05,0.00735775223,1.87302563e-05
0.000256986844,0.0493089771,0.0422594297,5.02957773e-07,0.0292758572,3.58257064e-05,0.00735775396,1.87302605e-05
0.000256986872,0.0493089885,0.0422594376,5.02957985e-07,0.0292758686,3.58259076e-05,0.00735775588,1.87302652e-05
0.000256986903,0.0493089983,0.0422594474,5.02958089e-07,0.0292758783,3.58258844e-05,0.00735775803,1.87302705e-05
0.000256986938,0.0493090088,0.0422594605,5.02958036e-07,0.0292758888,3.58257078e-05,0.00735776048,1.87302763e-05
0.000256986979,0.0493090227,0.0422594768,5.02957793e-07,0.0292759028,3.58255129e-05,0.00735776329,1.87302827e-05
0.000256987027,0.0493090414,0.0422594954,5.02957372e-07,0.0292759214,3.58253786e-05,0.00735776661,1.87302899e-05
0.000256987084,0.0493090643,0.042259516,5.02956871e-07,0.0292759442,3.58252701e-05,0.00735777059,1.87302984e-05
0.000256987156,0.0493090913,0.0422595404,5.02956539e-07,0.0292759712,3.58251443e-05,0.00735777554,1.87303089e-05
0.000256987249,0.0493091256,0.0422595723,5.02956851e-07,0.0292760055,3.58251554e-05,0.00735778197,1.87303224e-05
0.000256987377,0.0493091738,0.042259617,5.02958265e-07,0.0292760537,3.58257015e-05,0.00735779088,1.87303408e-05
0.000256987575,0.0493092481,0.0422596861,5.02960143e-07,0.0292761278,3.58271751e-05,0.00735780454,1.8730369e-05
0.000256987943,0.0493093862,0.0422598155,5.02960983e-07,0.0292762658,3.58292854e-05,0.00735783002,1.87304215e-05
0.00025698868,0.0493096625,0.042260074,5.02963221e-07,0.0292765418,3.58314406e-05,0.00735788098,1.87305264e-05
0.000256989941,0.0493101359,0.0422605166,5.0296841e-07,0.0292770146,3.58360861e-05,0.00735796828,1.87307062e-05
0.000256992465,0.0493110827,0.0422614019,5.02978073e-07,0.0292779603,3.58463041e-05,0.00735814289,1.87310658e-05
0.000256995232,0.0493121211,0.0422623729,5.02988676e-07,0.0292789976,3.58571261e-05,0.0073583344,1.87314603e-05
0.000256998,0.0493131596,0.042263344,5.02999299e-07,0.0292800349,3.58679335e-05,0.00735852592,1.87318548e-05
0.00025699805,0.0493131784,0.0422633615,5.02999491e-07,0.0292800536,3.58681289e-05,0.00735852938,1.87318619e-05
0.00025699815,0.0493132159,0.0422633966,5.02999876e-07,0.0292800911,3.58685202e-05,0.0073585363,1.87318762e-05
0.000256998325,0.0493132816,0.042263458,5.03000546e-07,0.0292801567,3.58692065e-05,0.00735854841,1.87319011e-05
0.0002569985,0.0493133473,0.0422635194,5.03001216e-07,0.0292802223,3.58698935e-05,0.00735856052,1.87319261e-05
0.000256998535,0.0493133604,0.0422635317,5.03001349e-07,0.0292802354,3.5870031e-05,0.00735856294,1.87319311e-05
0.000256998605,0.0493133867,0.0422635562,5.03001617e-07,0.0292802616,3.58703058e-05,0.00735856778,1.8731941e-05
0.000256998745,0.0493134392,0.0422636054,5.03002157e-07,0.0292803141,3.58708553e-05,0.00735857747,1.8731961e-05
0.000256999025,0.0493135443,0.0422637036,5.03003234e-07,0.029280419,3.58719538e-05,0.00735859685,1.87320009e-05
0.0002569995,0.0493137225,0.0422638703,5.03005053e-07,0.0292805971,3.58738175e-05,0.00735862972,1.87320686e-05
0.00025699955,0.0493137413,0.0422638878,5.03005246e-07,0.0292806158,3.58740138e-05,0.00735863318,1.87320757e-05
0.00025699965,0.0493137788,0.0422639229,5.03005634e-07,0.0292806533,3.58744061e-05,0.0073586401,1.873209e-05
0.000256999825,0.0493138445,0.0422639843,5.03006303e-07,0.0292807189,3.58750927e-05,0.00735865221,1.87321149e-05
0.000257,0.0493139101,0.0422640457,5.03006971e-07,0.0292807845,3.58757788e-05,0.00735866432,1.87321399e-05
0.000257000035,0.0493139233,0.042264058,5.03007104e-07,0.0292807976,3.58759159e-05,0.00735866674,1.87321449e-05
0.000257000105,0.0493139495,0.0422640825,5.03007373e-07,0.0292808238,3.58761902e-05,0.00735867158,1.87321548e-05
0.000257000245,0.0493140021,0.0422641316,5.03007911e-07,0.0292808763,3.58767382e-05,0.00735868127,1.87321748e-05
0.000257000525,0.0493141071,0.0422642299,5.03008989e-07,0.0292809812,3.58778335e-05,0.00735870065,1.87322147e-05
0.000257001085,0.0493143173,0.0422644264,5.03011135e-07,0.0292811911,3.58800252e-05,0.0073587394,1.87322945e-05
0.000257002205,0.0493147375,0.0422648193,5.03015434e-07,0.0292816109,3.58844131e-05,0.0073588169,1.87324542e-05
0.000257004445,0.0493155781,0.0422656052,5.03024026e-07,0.0292824505,3.58931904e-05,0.00735897191,1.87327735e-05
0.000257008925,0.0493172594,0.0422671771,5.03041218e-07,0.0292841298,3.59107423e-05,0.00735928193,1.87334121e-05
0.000257017885,0.0493206222,0.0422703209,5.03075597e-07,0.0292874887,3.59458469e-05,0.00735990199,1.87346895e-05
0.000257035805,0.0493273488,0.0422766089,5.03144362e-07,0.0292942076,3.60160601e-05,0.00736114222,1.87372446e-05
0.000257071645,0.0493408048,0.0422891862,5.03281905e-07,0.0293076479,3.61565e-05,0.00736362307,1.87423559e-05
0.000257076192,0.0493425121,0.042290782,5.03299356e-07,0.0293093533,3.6174319e-05,0.00736393784,1.87430045e-05
0.000257080711,0.0493442092,0.0422923681,5.03316702e-07,0.0293110484,3.61920292e-05,0.00736425071,1.87436491e-05
0.000257085441,0.0493459854,0.0422940282,5.03334856e-07,0.0293128226,3.62105663e-05,0.00736457819,1.87443238e-05
0.000257089829,0.0493476332,0.0422955683,5.033517e-07,0.0293144684,3.62277631e-05,0.00736488199,1.87449498e-05
0.00025709797,0.0493506903,0.0422984257,5.03382946e-07,0.029317522,3.62596683e-05,0.00736544565,1.8746111e-05
0.00025710842,0.0493546145,0.0423020935,5.0342306e-07,0.0293214416,3.63006236e-05,0.0073661692,1.87476016e-05
0.00025712932,0.0493624628,0.0423094297,5.03503285e-07,0.0293292808,3.6382539e-05,0.00736761644,1.87505829e-05
0.000257171119,0.0493781601,0.0423241039,5.0366376e-07,0.0293449599,3.65463889e-05,0.00737051144,1.87565455e-05
0.000257209673,0.0493926401,0.0423376407,5.03811791e-07,0.0293594231,3.66975384e-05,0.00737318225,1.87620459e-05
0.000257261743,0.0494122004,0.0423559266,5.04011753e-07,0.0293789607,3.69017134e-05,0.00737679034,1.8769476e-05
0.000257311866,0.0494310334,0.0423735323,5.04204275e-07,0.0293977719,3.70982911e-05,0.00738026454,1.87766298e-05
0.000257373158,0.0494540679,0.0423950657,5.04439743e-07,0.0294207797,3.7338722e-05,0.00738451428,1.87853796e-05
0.000257434837,0.049477253,0.0424167403,5.04676752e-07,0.0294439378,3.75807264e-05,0.00738879236,1.87941865e-05
0.000257507073,0.0495044128,0.0424421314,5.04954395e-07,0.0294710662,3.7864223e-05,0.00739380463,1.88045033e-05
0.000257581841,0.0495325324,0.0424684202,5.05241848e-07,0.0294991531,3.81577383e-05,0.00739899481,1.88151847e-05
0.000257588922,0.0495351957,0.0424709102,5.05269075e-07,0.0295018134,3.81855388e-05,0.00739948643,1.88161964e-05
0.000257603083,0.0495405225,0.0424758903,5.05323529e-07,0.0295071341,3.82411409e-05,0.00740046975,1.88182198e-05
0.000257631405,0.0495511771,0.0424858513,5.05432446e-07,0.0295177763,3.83523549e-05,0.00740243662,1.8822267e-05
0.00025763493,0.0495525032,0.0424870911,5.05446001e-07,0.0295191008,3.83661971e-05,0.00740268142,1.88227707e-05
0.000257641979,0.0495551554,0.0424895707,5.05473116e-07,0.02952175,3.83938812e-05,0.00740317106,1.88237782e-05
0.000257656079,0.0495604601,0.0424945301,5.05527341e-07,0.0295270485,3.84492523e-05,0.00740415038,1.88257932e-05
0.000257657841,0.049561123,0.0424951499,5.05534119e-07,0.0295277106,3.84561717e-05,0.00740427276,1.8826045e-05
0.000257658036,0.0495611967,0.0424952188,5.05534869e-07,0.0295277842,3.84569406e-05,0.00740428637,1.8826073e-05
0.000257658082,0.0495612138,0.0424952348,5.05535045e-07,0.0295278013,3.84571192e-05,0.00740428953,1.88260795e-05
0.000257658092,0.0495612174,0.0424952382,5.05535082e-07,0.029527805,3.84571573e-05,0.0074042902,1.88260809e-05
0.000257658111,0.0495612248,0.042495245,5.05535157e-07,0.0295278123,3.84572336e-05,0.00740429155,1.88260837e-05
0.00025765815,0.0495612394,0.0424952587,5.05535308e-07,0.0295278269,3.84573867e-05,0.00740429426,1.88260892e-05
0.000257658156,0.0495612317,0.0424952536,5.05535318e-07,0.0295278192,3.84572102e-05,0.00740429468,1.88260901e-05
0.000257658162,0.0495612219,0.0424952489,5.05535317e-07,0.0295278094,3.84568733e-05,0.0074042951,1.88260909e-05
0.000257658168,0.0495612121,0.0424952459,5.05535303e-07,0.0295277996,3.84564356e-05,0.00740429549,1.88260916e-05
0.000257658174,0.0495612014,0.0424952445,5.05535272e-07,0.0295277889,3.84558625e-05,0.0074042959,1.88260923e-05
0.000257658183,0.0495611859,0.0424952468,5.05535192e-07,0.0295277735,3.84548583e-05,0.00740429658,1.88260932e-05
0.000257658195,0.0495611737,0.0424952552,5.05535066e-07,0.0295277613,3.84538108e-05,0.00740429734,1.8826094e-05
0.000257658206,0.049561169,0.0424952682,5.05534913e-07,0.0295277566,3.8453043e-05,0.00740429813,1.88260944e-05
0.000257658217,0.0495611731,0.0424952839,5.05534755e-07,0.0295277607,3.84527011e-05,0.00740429893,1.88260946e-05
0.00025765823,0.0495611872,0.0424953012,5.05534604e-07,0.0295277748,3.84528964e-05,0.00740429984,1.88260946e-05
0.000257658242,0.0495612066,0.0424953145,5.05534512e-07,0.0295277941,3.84535436e-05,0.00740430067,1.88260946e-05
0.000257658255,0.0495612309,0.0424953246,5.05534477e-07,0.0295278184,3.84545872e-05,0.00740430155,1.88260948e-05
0.000257658267,0.0495612539,0.0424953297,5.05534508e-07,0.0295278414,3.84557263e-05,0.00740430237,1.88260952e-05
0.000257658279,0.0495612758,0.042495331,5.05534608e-07,0.0295278633,3.84569231e-05,0.00740430323,1.88260961e-05
0.000257658291,0.0495612928,0.0424953293,5.05534757e-07,0.0295278803,3.8457937e-05,0.00740430406,1.88260974e-05
0.000257658304,0.0495613056,0.0424953257,5.05534954e-07,0.029527893,3.84587558e-05,0.00740430492,1.88260991e-05
0.000257658316,0.0495613131,0.0424953219,5.05535173e-07,0.0295279005,3.84592856e-05,0.00740430575,1.88261012e-05
0.000257658329,0.0495613169,0.0424953186,5.0553543e-07,0.0295279043,3.84595738e-05,0.00740430667,1.88261037e-05
0.000257658342,0.0495613174,0.0424953173,5.05535695e-07,0.0295279047,3.84596077e-05,0.0074043076,1.88261065e-05
0.000257658357,0.0495613162,0.0424953189,5.05535978e-07,0.0295279036,3.84594542e-05,0.00740430864,1.88261096e-05
0.000257658373,0.0495613155,0.0424953238,5.05536253e-07,0.0295279029,3.84592205e-05,0.00740430971,1.88261127e-05
0.00025765839,0.0495613171,0.0424953319,5.05536532e-07,0.0295279045,3.84590192e-05,0.00740431089,1.8826116e-05
0.000257658407,0.0495613225,0.0424953419,5.05536804e-07,0.0295279099,3.84589653e-05,0.00740431213,1.88261192e-05
0.000257658427,0.0495613321,0.0424953529,5.05537084e-07,0.0295279194,3.84591137e-05,0.00740431349,1.88261225e-05
0.000257658448,0.0495613447,0.0424953632,5.05537367e-07,0.029527932,3.84594413e-05,0.00740431494,1.8826126e-05
0.000257658471,0.0495613587,0.0424953722,5.05537651e-07,0.029527946,3.84598564e-05,0.00740431656,1.88261298e-05
0.000257658496,0.0495613717,0.0424953801,5.0553791e-07,0.029527959,3.8460207e-05,0.00740431832,1.8826134e-05
0.000257658525,0.0495613829,0.0424953884,5.05538109e-07,0.0295279702,3.84603772e-05,0.00740432029,1.88261388e-05
0.000257658556,0.0495613927,0.0424953986,5.05538198e-07,0.02952798,3.84603334e-05,0.00740432248,1.88261442e-05
0.000257658593,0.0495614038,0.0424954122,5.05538127e-07,0.0295279911,3.84601568e-05,0.007404325,1.88261501e-05
0.000257658634,0.0495614184,0.0424954289,5.05537869e-07,0.0295280057,3.84599782e-05,0.00740432789,1.88261566e-05
0.000257658684,0.0495614379,0.0424954479,5.05537441e-07,0.0295280251,3.84598587e-05,0.00740433131,1.8826164e-05
0.000257658743,0.0495614613,0.042495469,5.05536958e-07,0.0295280485,3.84597543e-05,0.00740433544,1.88261728e-05
0.000257658817,0.0495614893,0.0424954944,5.05536695e-07,0.0295280765,3.84596413e-05,0.00740434061,1.88261837e-05
0.000257658915,0.0495615254,0.042495528,5.05537148e-07,0.0295281126,3.84597108e-05,0.00740434737,1.88261978e-05
0.000257659052,0.0495615769,0.0424955757,5.05538697e-07,0.029528164,3.8460379e-05,0.00740435688,1.88262175e-05
0.000257659266,0.0495616577,0.042495651,5.05540468e-07,0.0295282447,3.84619859e-05,0.00740437177,1.88262481e-05
0.000257659687,0.0495618159,0.0424957993,5.05541294e-07,0.0295284027,3.84641208e-05,0.00740440101,1.88263082e-05
0.000257660529,0.0495621325,0.0424960955,5.055442e-07,0.029528719,3.84665984e-05,0.00740445948,1.88264285e-05
0.000257662003,0.0495626872,0.0424966142,5.05550172e-07,0.029529273,3.84723071e-05,0.00740456192,1.88266392e-05
0.000257664878,0.0495637685,0.0424976255,5.05561189e-07,0.029530353,3.84838733e-05,0.00740476162,1.88270499e-05
0.000257670628,0.0495659313,0.0424996481,5.05583298e-07,0.0295325133,3.85064017e-05,0.00740516104,1.88278714e-05
0.000257682128,0.0495702573,0.0425036935,5.05627529e-07,0.0295368343,3.85515539e-05,0.00740595991,1.88295147e-05
