time_s,VDD,V_Boost,VREF_2V048,VREF_1V024,Vm_Int,AP,Spike_Out
0.000441999825,0.141320933,0.129958106,0.0262071802,0.121183257,0.00102332725,0.027871675,5.36815049e-05
0.000442,0.141321041,0.12995821,0.0262072324,0.121183365,0.00102332858,0.0278717024,5.36815458e-05
0.000442000035,0.141321062,0.12995823,0.0262072429,0.121183386,0.00102332885,0.0278717079,5.3681554e-05
0.000442000105,0.141321105,0.129958272,0.0262072637,0.121183429,0.00102332938,0.0278717189,5.36815704e-05
0.000442000245,0.141321191,0.129958355,0.0262073055,0.121183515,0.00102333044,0.0278717409,5.36816031e-05
0.000442000525,0.141321364,0.129958521,0.026207389,0.121183687,0.00102333258,0.0278717849,5.36816685e-05
0.000442001085,0.141321708,0.129958853,0.026207556,0.121184032,0.00102333684,0.0278718728,5.36817994e-05
0.000442002205,0.141322397,0.129959518,0.0262078899,0.12118472,0.00102334537,0.0278720486,5.36820612e-05
0.000442004445,0.141323776,0.129960846,0.0262085579,0.121186097,0.00102336242,0.0278724003,5.36825848e-05
0.000442008925,0.141326533,0.129963504,0.0262098937,0.121188851,0.00102339652,0.0278731036,5.3683632e-05
0.000442017885,0.141332046,0.129968819,0.0262125656,0.121194358,0.00102346474,0.0278745104,5.36857264e-05
0.000442035805,0.141343074,0.129979449,0.0262179097,0.121205373,0.00102360117,0.027877324,5.36899153e-05
0.000442071645,0.14136513,0.130000711,0.0262285995,0.121227405,0.00102387406,0.0278829518,5.36982936e-05
0.000442143325,0.141409248,0.13004324,0.0262499852,0.121271473,0.00102441995,0.0278942094,5.3715052e-05
0.000442286685,0.141497503,0.130128316,0.0262927809,0.121359627,0.00102551216,0.0279167329,5.37485759e-05
0.000442573405,0.141674088,0.130298545,0.0263784696,0.121536013,0.00102769827,0.027961813,5.38156528e-05
0.000442998,0.141935774,0.130550821,0.0265056021,0.121797402,0.00103093981,0.0280286525,5.39150556e-05
0.00044299805,0.141935805,0.13055085,0.0265056171,0.121797433,0.00103094019,0.0280286603,5.39150673e-05
0.00044299815,0.141935866,0.13055091,0.0265056471,0.121797495,0.00103094096,0.0280286761,5.39150907e-05
0.000442998325,0.141935974,0.130551014,0.0265056995,0.121797603,0.00103094229,0.0280287037,5.39151317e-05
0.0004429985,0.141936082,0.130551118,0.026505752,0.12179771,0.00103094363,0.0280287312,5.39151727e-05
0.000442998535,0.141936104,0.130551139,0.0265057625,0.121797732,0.0010309439,0.0280287368,5.39151809e-05
0.000442998605,0.141936147,0.13055118,0.0265057835,0.121797775,0.00103094443,0.0280287478,5.39151973e-05
0.000442998745,0.141936233,0.130551263,0.0265058254,0.121797861,0.0010309455,0.0280287698,5.39152301e-05
0.000442999025,0.141936406,0.13055143,0.0265059094,0.121798034,0.00103094764,0.028028814,5.39152956e-05
0.0004429995,0.141936699,0.130551712,0.0265060518,0.121798326,0.00103095127,0.0280288888,5.39154069e-05
0.00044299955,0.141936729,0.130551742,0.0265060667,0.121798357,0.00103095165,0.0280288967,5.39154186e-05
0.00044299965,0.141936791,0.130551801,0.0265060967,0.121798419,0.00103095242,0.0280289124,5.3915442e-05
0.000442999825,0.141936899,0.130551905,0.0265061492,0.121798526,0.00103095375,0.02802894,5.3915483e-05
0.000443,0.141937007,0.130552009,0.0265062016,0.121798634,0.00103095509,0.0280289676,5.3915524e-05
0.000443000035,0.141937029,0.13055203,0.0265062121,0.121798656,0.00103095536,0.0280289731,5.39155322e-05
0.000443000105,0.141937072,0.130552072,0.0265062331,0.121798699,0.00103095589,0.0280289841,5.39155486e-05
0.000443000245,0.141937158,0.130552155,0.0265062751,0.121798785,0.00103095696,0.0280290061,5.39155814e-05
0.000443000525,0.141937331,0.130552322,0.026506359,0.121798958,0.0010309591,0.0280290503,5.3915647e-05
0.000443001085,0.141937676,0.130552654,0.0265065269,0.121799302,0.00103096338,0.0280291385,5.39157781e-05
0.000443002205,0.141938366,0.13055332,0.0265068626,0.121799992,0.00103097194,0.0280293149,5.39160404e-05
0.000443004445,0.141939748,0.130554652,0.0265075341,0.121801372,0.00103098905,0.0280296678,5.39165651e-05
0.000443008925,0.14194251,0.130557315,0.0265088771,0.121804131,0.00103102328,0.0280303736,5.39176144e-05
0.000443017885,0.141948035,0.130562641,0.0265115631,0.121809649,0.00103109174,0.0280317852,5.3919713e-05
0.000443035805,0.141959084,0.130573294,0.0265169355,0.121820687,0.00103122867,0.0280346086,5.39239103e-05
0.000443071645,0.141981185,0.1305946,0.0265276819,0.121842762,0.00103150255,0.0280402559,5.39323054e-05
0.000443143325,0.142025391,0.130637218,0.0265491808,0.121886919,0.00103205043,0.0280515525,5.39490973e-05
0.000443286685,0.142113823,0.130722473,0.026592203,0.12197525,0.0010331466,0.0280741539,5.39826884e-05
0.000443573405,0.142290761,0.130893059,0.0266783446,0.122151988,0.00103534067,0.02811939,5.40498996e-05
0.000443998,0.142552971,0.131145863,0.0268061474,0.122413901,0.00103859398,0.0281864606,5.41495012e-05
0.00044399805,0.142553002,0.131145893,0.0268061625,0.122413932,0.00103859436,0.0281864685,5.4149513e-05
0.00044399815,0.142553063,0.131145952,0.0268061926,0.122413994,0.00103859513,0.0281864843,5.41495364e-05
0.000443998325,0.142553172,0.131146057,0.0268062453,0.122414102,0.00103859647,0.028186512,5.41495775e-05
0.0004439985,0.14255328,0.131146161,0.0268062981,0.12241421,0.00103859781,0.0281865396,5.41496186e-05
0.000443998535,0.142553301,0.131146182,0.0268063086,0.122414231,0.00103859808,0.0281865452,5.41496268e-05
0.000443998605,0.142553345,0.131146223,0.0268063297,0.122414274,0.00103859862,0.0281865562,5.41496432e-05
0.000443998745,0.142553431,0.131146307,0.0268063719,0.122414361,0.00103859969,0.0281865784,5.41496761e-05
0.000443999025,0.142553604,0.131146473,0.0268064563,0.122414534,0.00103860184,0.0281866226,5.41497418e-05
0.0004439995,0.142553898,0.131146756,0.0268065994,0.122414827,0.00103860548,0.0281866977,5.41498533e-05
0.00044399955,0.142553928,0.131146786,0.0268066145,0.122414858,0.00103860587,0.0281867056,5.4149865e-05
0.00044399965,0.14255399,0.131146846,0.0268066446,0.122414919,0.00103860663,0.0281867214,5.41498885e-05
0.000443999825,0.142554098,0.13114695,0.0268066973,0.122415027,0.00103860797,0.0281867491,5.41499295e-05
0.000444,0.142554206,0.131147054,0.0268067501,0.122415135,0.00103860932,0.0281867768,5.41499706e-05
0.000444000035,0.142554228,0.131147075,0.0268067606,0.122415157,0.00103860959,0.0281867823,5.41499788e-05
0.000444000105,0.142554271,0.131147117,0.0268067817,0.1224152,0.00103861012,0.0281867934,5.41499952e-05
0.000444000245,0.142554358,0.1311472,0.0268068239,0.122415286,0.0010386112,0.0281868155,5.41500281e-05
0.000444000525,0.142554531,0.131147367,0.0268069083,0.122415459,0.00103861334,0.0281868598,5.41500938e-05
0.000444001085,0.142554877,0.131147701,0.026807077,0.122415805,0.00103861764,0.0281869483,5.41502252e-05
0.000444002205,0.142555569,0.131148368,0.0268074145,0.122416496,0.00103862622,0.0281871253,5.41504881e-05
0.000444004445,0.142556953,0.131149702,0.0268080895,0.122417878,0.0010386434,0.0281874795,5.41510138e-05
0.000444008925,0.14255972,0.131152371,0.0268094396,0.122420643,0.00103867776,0.0281881877,5.41520651e-05
0.000444017885,0.142565256,0.131157708,0.0268121397,0.122426173,0.00103874646,0.0281896042,5.41541679e-05
0.000444035805,0.142576328,0.131168383,0.0268175405,0.122437232,0.00103888389,0.0281924373,5.41583736e-05
0.000444071645,0.142598473,0.131189734,0.0268283434,0.122459352,0.00103915877,0.0281981041,5.41667855e-05
0.000444143325,0.142642768,0.131232441,0.0268499555,0.122503596,0.00103970863,0.0282094397,5.4183611e-05
0.000444286685,0.142731376,0.131317874,0.0268932038,0.122592104,0.00104080879,0.0282321193,5.42172693e-05
0.000444573405,0.142908668,0.131488817,0.0269797978,0.122769196,0.00104301082,0.0282775115,5.42846146e-05
0.000444998,0.1431714,0.13174215,0.0271082701,0.123031631,0.00104627596,0.0283448135,5.4384415e-05
0.00044499805,0.143171431,0.131742179,0.0271082853,0.123031662,0.00104627634,0.0283448214,5.43844268e-05
0.00044499815,0.143171493,0.131742239,0.0271083156,0.123031724,0.00104627711,0.0283448373,5.43844503e-05
0.000444998325,0.143171601,0.131742344,0.0271083686,0.123031832,0.00104627846,0.028344865,5.43844915e-05
0.0004449985,0.14317171,0.131742448,0.0271084216,0.12303194,0.0010462798,0.0283448928,5.43845326e-05
0.000444998535,0.143171731,0.131742469,0.0271084322,0.123031962,0.00104628007,0.0283448983,5.43845408e-05
0.000444998605,0.143171775,0.131742511,0.0271084534,0.123032005,0.00104628061,0.0283449095,5.43845573e-05
0.000444998745,0.143171861,0.131742594,0.0271084958,0.123032091,0.00104628169,0.0283449317,5.43845902e-05
0.000444999025,0.143172035,0.131742761,0.0271085806,0.123032265,0.00104628384,0.0283449761,5.43846561e-05
0.0004449995,0.143172329,0.131743045,0.0271087245,0.123032558,0.0010462875,0.0283450514,5.43847678e-05
0.00044499955,0.14317236,0.131743075,0.0271087397,0.123032589,0.00104628788,0.0283450594,5.43847795e-05
0.00044499965,0.143172422,0.131743134,0.0271087699,0.123032651,0.00104628865,0.0283450752,5.4384803e-05
0.000444999825,0.14317253,0.131743239,0.027108823,0.123032759,0.00104629,0.028345103,5.43848442e-05
0.000445,0.143172638,0.131743343,0.027108876,0.123032867,0.00104629135,0.0283451307,5.43848853e-05
0.000445000035,0.14317266,0.131743364,0.0271088866,0.123032889,0.00104629162,0.0283451363,5.43848936e-05
0.000445000105,0.143172703,0.131743406,0.0271089078,0.123032932,0.00104629215,0.0283451474,5.438491e-05
0.000445000245,0.14317279,0.13174349,0.0271089502,0.123033019,0.00104629323,0.0283451696,5.43849429e-05
0.000445000525,0.143172963,0.131743657,0.027109035,0.123033192,0.00104629539,0.028345214,5.43850088e-05
0.000445001085,0.14317331,0.131743991,0.0271092046,0.123033538,0.0010462997,0.0283453029,5.43851405e-05
0.000445002205,0.143174003,0.13174466,0.0271095439,0.123034231,0.00104630832,0.0283454805,5.43854038e-05
0.000445004445,0.14317539,0.131745997,0.0271102224,0.123035616,0.00104632556,0.0283458359,5.43859306e-05
0.000445008925,0.143178163,0.131748671,0.0271115795,0.123038386,0.00104636003,0.0283465465,5.43869841e-05
0.000445017885,0.14318371,0.131754019,0.0271142938,0.123043927,0.00104642899,0.0283479679,5.4389091e-05
0.000445035805,0.143194804,0.131764717,0.0271197228,0.123055008,0.00104656692,0.0283508108,5.43933051e-05
0.000445071645,0.143216993,0.131786112,0.0271305823,0.123077172,0.00104684279,0.0283564971,5.44017338e-05
0.000445143325,0.143261376,0.131828908,0.0271523073,0.123121505,0.00104739466,0.0283678718,5.44185928e-05
0.000445286685,0.143350161,0.13191452,0.0271957816,0.123210189,0.00104849881,0.0283906295,5.44523182e-05
0.000445573405,0.143527806,0.13208582,0.0272828274,0.123387633,0.00105070884,0.0284361782,5.45197977e-05
0.000445998,0.143791062,0.13233968,0.0274119687,0.123650591,0.00105398582,0.0285037118,5.46197967e-05
0.00044599805,0.143791093,0.13233971,0.0274119839,0.123650622,0.00105398621,0.0285037198,5.46198085e-05
0.00044599815,0.143791155,0.13233977,0.0274120143,0.123650684,0.00105398698,0.0285037357,5.46198321e-05
0.000445998325,0.143791263,0.132339874,0.0274120676,0.123650792,0.00105398833,0.0285037635,5.46198733e-05
0.0004459985,0.143791372,0.132339979,0.0274121209,0.123650901,0.00105398968,0.0285037914,5.46199145e-05
0.000445998535,0.143791393,0.13234,0.0274121316,0.123650922,0.00105398995,0.028503797,5.46199228e-05
0.000445998605,0.143791437,0.132340042,0.0274121529,0.123650966,0.00105399049,0.0285038081,5.46199393e-05
0.000445998745,0.143791524,0.132340125,0.0274121955,0.123651052,0.00105399157,0.0285038304,5.46199723e-05
0.000445999025,0.143791697,0.132340293,0.0274122808,0.123651226,0.00105399374,0.028503875,5.46200382e-05
0.0004459995,0.143791992,0.132340577,0.0274124254,0.12365152,0.00105399741,0.0285039506,5.46201502e-05
0.00044599955,0.143792023,0.132340607,0.0274124406,0.123651551,0.00105399779,0.0285039585,5.46201619e-05
0.00044599965,0.143792085,0.132340667,0.0274124711,0.123651613,0.00105399856,0.0285039744,5.46201855e-05
0.000445999825,0.143792194,0.132340771,0.0274125243,0.123651722,0.00105399992,0.0285040023,5.46202267e-05
0.000446,0.143792302,0.132340876,0.0274125776,0.12365183,0.00105400127,0.0285040301,5.4620268e-05
0.000446000035,0.143792324,0.132340897,0.0274125883,0.123651852,0.00105400154,0.0285040357,5.46202762e-05
0.000446000105,0.143792367,0.132340939,0.0274126096,0.123651895,0.00105400208,0.0285040469,5.46202927e-05
0.000446000245,0.143792454,0.132341023,0.0274126522,0.123651982,0.00105400316,0.0285040691,5.46203257e-05
0.000446000525,0.143792628,0.13234119,0.0274127375,0.123652155,0.00105400532,0.0285041137,5.46203917e-05
0.000446001085,0.143792975,0.132341525,0.027412908,0.123652502,0.00105400965,0.0285042029,5.46205236e-05
0.000446002205,0.14379367,0.132342195,0.027413249,0.123653196,0.0010540183,0.0285043811,5.46207875e-05
0.000446004445,0.143795059,0.132343535,0.0274139311,0.123654584,0.0010540356,0.0285047377,5.46213153e-05
0.000446008925,0.143797838,0.132346215,0.0274152953,0.12365736,0.0010540702,0.0285054508,5.46223709e-05
0.000446017885,0.143803396,0.132351574,0.0274180237,0.123662911,0.00105413941,0.0285068771,5.4624482e-05
0.000446035805,0.143814512,0.132362294,0.0274234809,0.123674015,0.00105427784,0.0285097298,5.46287045e-05
0.000446071645,0.143836745,0.132383734,0.0274343968,0.123696223,0.00105455472,0.0285154356,5.46371499e-05
0.000446143325,0.143881216,0.132426619,0.0274562347,0.123740644,0.00105510858,0.0285268495,5.46540425e-05
0.000446286685,0.143970177,0.132512409,0.0274999347,0.123829504,0.00105621674,0.0285496854,5.46878349e-05
0.000446573405,0.144148176,0.132684065,0.0275874319,0.124007301,0.00105843479,0.0285953906,5.47554485e-05
0.000446998,0.144411954,0.132938453,0.0277172412,0.124270781,0.00106172366,0.0286631562,5.48556461e-05
0.00044699805,0.144411985,0.132938483,0.0277172565,0.124270812,0.00106172405,0.0286631642,5.48556579e-05
0.00044699815,0.144412047,0.132938543,0.0277172871,0.124270874,0.00106172483,0.0286631802,5.48556815e-05
0.000446998325,0.144412156,0.132938648,0.0277173407,0.124270982,0.00106172618,0.0286632081,5.48557228e-05
0.0004469985,0.144412265,0.132938753,0.0277173943,0.124271091,0.00106172754,0.0286632361,5.48557641e-05
0.000446998535,0.144412286,0.132938774,0.027717405,0.124271113,0.00106172781,0.0286632417,5.48557724e-05
0.000446998605,0.14441233,0.132938816,0.0277174264,0.124271156,0.00106172835,0.0286632528,5.48557889e-05
0.000446998745,0.144412417,0.1329389,0.0277174692,0.124271243,0.00106172944,0.0286632752,5.48558219e-05
0.000446999025,0.144412591,0.132939068,0.0277175549,0.124271417,0.00106173161,0.0286633199,5.4855888e-05
0.0004469995,0.144412886,0.132939352,0.0277177003,0.124271712,0.00106173529,0.0286633958,5.48560002e-05
0.00044699955,0.144412917,0.132939382,0.0277177156,0.124271743,0.00106173568,0.0286634038,5.4856012e-05
0.00044699965,0.144412979,0.132939442,0.0277177462,0.124271805,0.00106173645,0.0286634198,5.48560356e-05
0.000446999825,0.144413088,0.132939547,0.0277177998,0.124271914,0.00106173781,0.0286634477,5.48560769e-05
0.000447,0.144413197,0.132939652,0.0277178534,0.124272022,0.00106173917,0.0286634757,5.48561182e-05
0.000447000035,0.144413219,0.132939673,0.0277178641,0.124272044,0.00106173944,0.0286634812,5.48561265e-05
0.000447000105,0.144413262,0.132939715,0.0277178855,0.124272088,0.00106173998,0.0286634924,5.4856143e-05
0.000447000245,0.144413349,0.132939799,0.0277179283,0.124272174,0.00106174107,0.0286635148,5.48561761e-05
0.000447000525,0.144413523,0.132939967,0.027718014,0.124272348,0.00106174324,0.0286635595,5.48562422e-05
0.000447001085,0.144413871,0.132940302,0.0277181854,0.124272696,0.00106174758,0.028663649,5.48563744e-05
0.000447002205,0.144414567,0.132940974,0.0277185282,0.124273391,0.00106175626,0.0286638278,5.48566388e-05
0.000447004445,0.144415959,0.132942316,0.0277192138,0.124274782,0.00106177362,0.0286641856,5.48571676e-05
0.000447008925,0.144418744,0.132945002,0.027720585,0.124277563,0.00106180835,0.0286649012,5.48582253e-05
0.000447017885,0.144424313,0.132950372,0.0277233275,0.124283126,0.00106187781,0.0286663324,5.48603407e-05
0.000447035805,0.144435451,0.132961114,0.0277288129,0.124294251,0.00106201674,0.0286691948,5.48645715e-05
0.000447071645,0.144457728,0.132982599,0.0277397852,0.124316503,0.00106229462,0.0286749203,5.48730337e-05
0.000447143325,0.144502287,0.133025573,0.0277617359,0.124361012,0.0010628505,0.0286863733,5.48899598e-05
0.000447286685,0.144591425,0.133111541,0.0278056614,0.124450049,0.00106396268,0.0287092876,5.49238192e-05
0.000447573405,0.144769776,0.133283553,0.0278936094,0.124628198,0.00106618877,0.0287551496,5.49915668e-05
0.000447998,0.145034077,0.133538469,0.0280240861,0.1248922,0.00106948957,0.0288231474,5.50919628e-05
0.00044799805,0.145034108,0.133538499,0.0280241015,0.124892231,0.00106948996,0.0288231555,5.50919746e-05
0.00044799815,0.14503417,0.133538559,0.0280241323,0.124892293,0.00106949074,0.0288231715,5.50919982e-05
0.000447998325,0.145034279,0.133538664,0.0280241861,0.124892402,0.0010694921,0.0288231995,5.50920396e-05
0.0004479985,0.145034388,0.133538769,0.02802424,0.124892511,0.00106949346,0.0288232276,5.5092081e-05
0.000447998535,0.14503441,0.13353879,0.0280242507,0.124892532,0.00106949373,0.0288232332,5.50920893e-05
0.000447998605,0.145034453,0.133538832,0.0280242723,0.124892576,0.00106949428,0.0288232444,5.50921059e-05
0.000447998745,0.14503454,0.133538916,0.0280243153,0.124892663,0.00106949537,0.0288232668,5.5092139e-05
0.000447999025,0.145034715,0.133539084,0.0280244015,0.124892837,0.00106949754,0.0288233117,5.50922052e-05
0.0004479995,0.145035011,0.13353937,0.0280245476,0.124893133,0.00106950124,0.0288233878,5.50923176e-05
0.00044799955,0.145035042,0.1335394,0.028024563,0.124893164,0.00106950163,0.0288233959,5.50923294e-05
0.00044799965,0.145035104,0.13353946,0.0280245937,0.124893226,0.00106950241,0.0288234119,5.50923531e-05
0.000447999825,0.145035213,0.133539565,0.0280246476,0.124893335,0.00106950377,0.0288234399,5.50923945e-05
0.000448,0.145035322,0.13353967,0.0280247014,0.124893444,0.00106950513,0.028823468,5.50924359e-05
0.000448000035,0.145035344,0.133539691,0.0280247122,0.124893465,0.0010695054,0.0288234736,5.50924441e-05
0.000448000105,0.145035387,0.133539733,0.0280247337,0.124893509,0.00106950595,0.0288234848,5.50924607e-05
0.000448000245,0.145035475,0.133539817,0.0280247768,0.124893596,0.00106950704,0.0288235072,5.50924938e-05
0.000448000525,0.145035649,0.133539985,0.0280248629,0.12489377,0.00106950921,0.0288235521,5.50925601e-05
0.000448001085,0.145035998,0.133540322,0.0280250352,0.124894119,0.00106951357,0.0288236419,5.50926925e-05
0.000448002205,0.145036695,0.133540994,0.0280253797,0.124894815,0.00106952228,0.0288238214,5.50929575e-05
0.000448004445,0.14503809,0.13354234,0.0280260689,0.124896209,0.00106953971,0.0288241804,5.50934873e-05
0.000448008925,0.14504088,0.133545031,0.0280274471,0.124898995,0.00106957457,0.0288248984,5.50945471e-05
0.000448017885,0.14504646,0.133550413,0.0280302037,0.124904569,0.00106964428,0.0288263345,5.50966667e-05
0.000448035805,0.14505762,0.133561177,0.0280357172,0.124915716,0.00106978371,0.0288292067,5.51009059e-05
0.000448071645,0.145079941,0.133582706,0.0280467459,0.124938013,0.0010700626,0.0288349518,5.51093848e-05
0.000448143325,0.145124589,0.133625769,0.0280688091,0.12498261,0.00107062049,0.0288464441,5.51263444e-05
0.000448286685,0.145213903,0.133711915,0.0281129599,0.125071822,0.0010717367,0.0288694368,5.51602708e-05
0.000448573405,0.145392607,0.133884284,0.0282013583,0.125250324,0.00107397087,0.0289154558,5.52281523e-05
0.000448998,0.145657429,0.134139726,0.0283325017,0.125514847,0.00107728363,0.0289836861,5.53287466e-05
0.00044899805,0.14565746,0.134139756,0.0283325172,0.125514878,0.00107728402,0.0289836942,5.53287585e-05
0.00044899815,0.145657523,0.134139816,0.0283325481,0.12551494,0.0010772848,0.0289837103,5.53287822e-05
0.000448998325,0.145657632,0.134139922,0.0283326022,0.125515049,0.00107728617,0.0289837384,5.53288236e-05
0.0004489985,0.145657741,0.134140027,0.0283326563,0.125515158,0.00107728753,0.0289837665,5.53288651e-05
0.000448998535,0.145657763,0.134140048,0.0283326671,0.12551518,0.00107728781,0.0289837722,5.53288734e-05
0.000448998605,0.145657807,0.13414009,0.0283326888,0.125515224,0.00107728835,0.0289837834,5.532889e-05
0.000448998745,0.145657894,0.134140175,0.0283327321,0.125515311,0.00107728945,0.0289838059,5.53289232e-05
0.000448999025,0.145658069,0.134140343,0.0283328186,0.125515486,0.00107729163,0.028983851,5.53289895e-05
0.0004489995,0.145658365,0.134140629,0.0283329655,0.125515782,0.00107729534,0.0289839274,5.53291021e-05
0.00044899955,0.145658396,0.134140659,0.028332981,0.125515813,0.00107729573,0.0289839354,5.5329114e-05
0.00044899965,0.145658459,0.134140719,0.0283330119,0.125515875,0.00107729651,0.0289839515,5.53291377e-05
0.000448999825,0.145658568,0.134140825,0.028333066,0.125515984,0.00107729788,0.0289839796,5.53291792e-05
0.000449,0.145658677,0.13414093,0.0283331201,0.125516093,0.00107729924,0.0289840078,5.53292206e-05
0.000449000035,0.145658699,0.134140951,0.0283331309,0.125516115,0.00107729952,0.0289840134,5.53292289e-05
0.000449000105,0.145658742,0.134140993,0.0283331526,0.125516159,0.00107730007,0.0289840247,5.53292455e-05
0.000449000245,0.14565883,0.134141077,0.0283331959,0.125516246,0.00107730116,0.0289840472,5.53292787e-05
0.000449000525,0.145659005,0.134141246,0.0283332824,0.125516421,0.00107730334,0.0289840922,5.53293451e-05
0.000449001085,0.145659354,0.134141583,0.0283334556,0.12551677,0.00107730772,0.0289841823,5.53294778e-05
0.000449002205,0.145660053,0.134142257,0.0283338019,0.125517468,0.00107731646,0.0289843624,5.53297433e-05
0.000449004445,0.145661451,0.134143605,0.0283344945,0.125518864,0.00107733395,0.0289847226,5.53302742e-05
0.000449008925,0.145664246,0.134146302,0.0283358798,0.125521656,0.00107736893,0.0289854431,5.5331336e-05
0.000449017885,0.145669837,0.134151695,0.0283386505,0.125527241,0.0010774389,0.0289868841,5.53334598e-05
0.000449035805,0.145681019,0.134162481,0.0283441921,0.12553841,0.00107757884,0.0289897662,5.53377074e-05
0.000449071645,0.145703384,0.134184055,0.028355277,0.12556075,0.00107785874,0.0289955309,5.5346203e-05
0.000449143325,0.14574812,0.134227207,0.0283774528,0.125605435,0.00107841865,0.0290070624,5.53631961e-05
0.000449286685,0.14583761,0.134313531,0.0284218286,0.125694824,0.0010795389,0.0290301337,5.53971894e-05
0.000449573405,0.146016666,0.134486255,0.0285106768,0.125873678,0.00108178116,0.0290763098,5.54652048e-05
0.000449998,0.146282011,0.134742225,0.0286424862,0.126138722,0.00108510593,0.029144773,5.55659973e-05
0.00044999805,0.146282042,0.134742255,0.0286425017,0.126138753,0.00108510632,0.029144781,5.55660092e-05
0.00044999815,0.146282104,0.134742315,0.0286425328,0.126138815,0.0010851071,0.0291447972,5.55660329e-05
0.000449998325,0.146282214,0.134742421,0.0286425872,0.126138925,0.00108510847,0.0291448254,5.55660745e-05
0.0004499985,0.146282323,0.134742526,0.0286426416,0.126139034,0.00108510984,0.0291448537,5.55661161e-05
0.000449998535,0.146282345,0.134742547,0.0286426524,0.126139056,0.00108511012,0.0291448593,5.55661244e-05
0.000449998605,0.146282389,0.134742589,0.0286426742,0.1261391,0.00108511067,0.0291448706,5.5566141e-05
0.000449998745,0.146282476,0.134742674,0.0286427177,0.126139187,0.00108511176,0.0291448932,5.55661742e-05
0.000449999025,0.146282651,0.134742843,0.0286428047,0.126139362,0.00108511396,0.0291449384,5.55662407e-05
0.0004499995,0.146282948,0.134743129,0.0286429523,0.126139659,0.00108511768,0.029145015,5.55663535e-05
0.00044999955,0.14628298,0.134743159,0.0286429679,0.12613969,0.00108511807,0.0291450231,5.55663654e-05
0.00044999965,0.146283042,0.13474322,0.028642999,0.126139752,0.00108511886,0.0291450392,5.55663892e-05
0.000449999825,0.146283152,0.134743325,0.0286430533,0.126139861,0.00108512023,0.0291450675,5.55664307e-05
0.00045,0.146283261,0.134743431,0.0286431077,0.126139971,0.0010851216,0.0291450957,5.55664723e-05
0.000450000035,0.146283283,0.134743452,0.0286431186,0.126139993,0.00108512187,0.0291451014,5.55664806e-05
0.000450000105,0.146283327,0.134743494,0.0286431404,0.126140036,0.00108512242,0.0291451126,5.55664972e-05
0.000450000245,0.146283414,0.134743579,0.0286431839,0.126140124,0.00108512352,0.0291451352,5.55665305e-05
0.000450000525,0.146283589,0.134743747,0.0286432709,0.126140299,0.00108512571,0.0291451804,5.5566597e-05
0.000450001085,0.146283939,0.134744085,0.0286434449,0.126140648,0.0010851301,0.0291452708,5.556673e-05
0.000450002205,0.14628464,0.134744761,0.028643793,0.126141348,0.00108513888,0.0291454515,5.55669959e-05
0.000450004445,0.14628604,0.134746112,0.0286444891,0.126142747,0.00108515643,0.029145813,5.55675279e-05
0.000450008925,0.146288841,0.134748814,0.0286458814,0.126145544,0.00108519154,0.0291465359,5.55685919e-05
0.000450017885,0.146294443,0.134754218,0.0286486661,0.12615114,0.00108526176,0.0291479818,5.55707198e-05
0.000450035805,0.146305647,0.134765026,0.0286542359,0.126162331,0.0010854022,0.0291508737,5.55749757e-05
0.000450071645,0.146328057,0.134786645,0.028665377,0.126184716,0.00108568312,0.0291566581,5.55834881e-05
0.000450143325,0.14637288,0.134829886,0.0286876652,0.126229489,0.00108624506,0.0291682289,5.56005146e-05
0.000450286685,0.146462547,0.134916388,0.0287322657,0.126319053,0.00108736937,0.0291913789,5.56345749e-05
0.000450573405,0.146641955,0.135089467,0.0288215633,0.126498259,0.00108961975,0.0292377124,5.57027241e-05
0.000450998,0.146907821,0.135345963,0.0289540379,0.126763824,0.00109295655,0.0293064086,5.58037147e-05
0.00045099805,0.146907852,0.135345994,0.0289540535,0.126763855,0.00109295694,0.0293064167,5.58037266e-05
0.00045099815,0.146907915,0.135346054,0.0289540848,0.126763918,0.00109295773,0.0293064329,5.58037504e-05
0.000450998325,0.146908024,0.13534616,0.0289541394,0.126764027,0.00109295911,0.0293064613,5.5803792e-05
0.0004509985,0.146908134,0.135346266,0.0289541941,0.126764137,0.00109296048,0.0293064896,5.58038337e-05
0.000450998535,0.146908156,0.135346287,0.028954205,0.126764159,0.00109296076,0.0293064953,5.5803842e-05
0.000450998605,0.1469082,0.135346329,0.0289542269,0.126764202,0.00109296131,0.0293065066,5.58038586e-05
0.000450998745,0.146908287,0.135346414,0.0289542706,0.12676429,0.00109296241,0.0293065293,5.58038919e-05
0.000450999025,0.146908463,0.135346583,0.0289543581,0.126764465,0.00109296461,0.0293065746,5.58039586e-05
0.0004509995,0.14690876,0.13534687,0.0289545064,0.126764762,0.00109296835,0.0293066515,5.58040716e-05
0.00045099955,0.146908792,0.1353469,0.028954522,0.126764794,0.00109296874,0.0293066596,5.58040835e-05
0.00045099965,0.146908854,0.135346961,0.0289545533,0.126764856,0.00109296953,0.0293066758,5.58041073e-05
0.000450999825,0.146908964,0.135347066,0.0289546079,0.126764966,0.0010929709,0.0293067041,5.58041489e-05
0.000451,0.146909074,0.135347172,0.0289546626,0.126765075,0.00109297228,0.0293067325,5.58041906e-05
0.000451000035,0.146909095,0.135347193,0.0289546735,0.126765097,0.00109297256,0.0293067381,5.58041989e-05
